,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,total,total,total,total,total,total,total,total,total
,0_19,20_29,30_39,40_49,50_59,60_69,70_79,80_99,total,0_19,20_29,30_39,40_49,50_59,60_69,70_79,80_99,total,0_19,20_29,30_39,40_49,50_59,60_69,70_79,80_99,total
2013-01-01,38.51903876284528,179.46733791819523,263.73790264484455,338.9602772634485,320.41687182433736,294.3595329785008,181.13119418242718,101.48170213181793,1718.0738577064167,13.565425147228755,82.28722308093533,80.97366580271921,107.6642867139868,112.41724488286472,142.42668960960032,116.94548978998523,81.72534166999309,738.0053666973134,52.084463910074035,261.75456099913055,344.71156844756376,446.6245639774353,432.8341167072021,436.7862225881011,298.0766839724124,183.207043801811,2456.07922440373
2013-02-01,15.9375,143.20754716981133,196.96296296296296,288.35147540983604,274.889252948886,240.33848220282067,205.25892857142858,104.88607594936708,1469.8322252151127,19.801204819277107,51.23076923076923,71.293997965412,103.31075359864522,84.73542600896862,124.33333333333333,112.66252739225712,76.45560538116592,643.8236177298286,35.7387048192771,194.43831640058056,268.25696092837495,391.6622290084813,359.6246789578546,364.671815536154,317.92145596368573,181.341681330533,2113.6558429449415
2013-03-01,23.557985145424244,200.99095379221,248.67638871601147,300.5535468782781,338.1210915252101,304.41150837145886,211.13101813105004,89.12563583903723,1716.56812839868,8.337349397590362,66.17307692307692,87.25534079348932,93.82303132938188,111.2152466367713,130.65536723163842,124.03214024835647,103.31838565022422,724.8099382105288,31.895334543014606,267.1640307152869,335.93172950950077,394.37657820766,449.3363381619814,435.0668756030973,335.1631583794065,192.44402148926144,2441.378066609209
2013-04-01,46.93749021141212,205.55483442935835,223.83018300446247,282.90316183122127,290.1172514555866,315.2147897276058,178.4628638519466,125.95509655212228,1668.9756710637155,7.3156554263377735,63.14788911148042,85.36608021636765,89.85775542686561,88.15974171594515,124.68228810569289,126.45325385167408,84.95885497745469,669.9415188318183,54.253145637749896,268.70272354083875,309.19626322083013,372.76091725808686,378.2769931715317,439.8970778332987,304.91611770362067,210.913951529577,2338.9171898955337
2013-05-01,22.48383299515065,197.75432181066796,248.63951225574803,301.6137899217555,307.5355104684236,279.27523270820177,247.34915434280978,145.0667291141719,1749.718083616929,13.61252226089893,55.76352493982296,109.05248692419035,116.51165588039993,113.8717627127315,135.5104461101902,147.46826533681622,101.73278247656853,793.5234466416186,36.09635525604958,253.51784675049092,357.69199917993836,418.1254458021554,421.40727318115506,414.78567881839194,394.817419679626,246.79951159074042,2543.2415302585478
2013-06-01,34.20358723896946,145.13220245634,221.00492840490816,234.9301590151905,291.7773517682206,286.43021434607783,211.80984571317182,142.75439640901234,1568.0426853518907,17.716867469879517,83.25,72.35808748728383,105.41913632514817,109.09686098654709,121.17231638418079,124.03214024835647,115.71659192825112,748.7620008296469,51.92045470884898,228.38220245634,293.363015892192,340.3492953403387,400.8742127547677,407.60253073025865,335.8419859615283,258.47098833726346,2316.8046861815374
2013-07-01,39.682498319567195,172.3956715748927,229.4039118540713,263.3975495016546,270.92187273050735,231.67253157127334,227.48264792982872,138.05039404886654,1573.007077530662,16.738580919710092,61.06960817833952,98.27128443837135,103.706545481166,94.62931041295397,133.27133658958803,109.9814637431162,119.27133778751718,736.9394675507623,56.42107923927729,233.4652797532322,327.67519629244265,367.10409498282064,365.55118314346134,364.94386816086137,337.4641116729449,257.3217318363837,2309.946545081424
2013-08-01,29.991716322714584,158.27349872102954,216.01938270029956,295.1155138206703,230.20823190125714,257.5708387916532,187.72726159259767,114.03146415171284,1488.9379080019348,24.000796435937975,59.84632253755585,100.1534289136352,110.83286384309466,85.90527876384012,128.71382688059325,112.80784218632192,105.52068111211746,727.7810406730964,53.99251275865256,218.11982125858538,316.17281161393475,405.948377663765,316.11351066509724,386.28466567224643,300.5351037789196,219.5521452638303,2216.7189486750312
2013-09-01,30.91687092731989,178.81749873760424,212.8324519829934,267.3260610442348,277.9921970897629,291.1211311192048,218.69363552790665,102.1460216991658,1579.8458681281927,17.740546433997764,63.05531611100922,91.63400618151302,91.83722714996559,96.51536972237467,113.94870172030109,124.19791179930604,103.4564728346955,702.3855519531629,48.657417361317655,241.87281484861347,304.46645816450643,359.1632881942004,374.50756681213755,405.06983283950586,342.8915473272127,205.60249453386132,2282.2314200813557
2013-10-01,38.48673307779075,157.96957930034358,222.13805074773163,252.62802108113826,270.056934531509,270.1479205310732,172.46260851875564,133.47102158518086,1517.3608693735227,11.479793890983261,53.439579771630214,84.17994710516341,110.84398819556208,93.33855924318223,113.95482428773684,112.81916476839781,95.18506911351537,675.2409263761713,49.96652696877401,211.4091590719738,306.317997852895,363.4720092767003,363.3954937746912,384.10274481881004,285.28177328715344,228.65609069869623,2192.6017957496942
2013-11-01,36.3021284356045,133.24974420880122,178.35334631436112,269.93347583842126,235.99783098357838,228.46194386090076,178.6215454513135,105.4003543313631,1366.3203694243439,10.464195359120414,68.58630989316238,91.88496238502871,117.49253023082484,89.33510253942617,117.43468102822895,98.59262300690365,98.55281663959921,692.3432210822943,46.76632379472491,201.8360541019636,270.23830869938985,387.4260060692461,325.33293352300456,345.8966248891297,277.21416845821716,203.95317097096233,2058.6635905066382
