date,0
2020-03-01,21.73624237804438
2020-04-01,-61.015867484091075
2020-05-01,-19.09106455369323
2020-06-01,56.95814041075312
2020-07-01,188.14149031804345
2020-08-01,240.3682344757504
2020-09-01,237.61310714936224
2020-10-01,464.6973774308733
2020-11-01,188.46316949944463
2020-12-01,196.71614665167687
2021-01-01,96.9483550876979
2021-02-01,105.65471166774012
2021-03-01,184.80288026067694
2021-04-01,85.2502857805951
2021-05-01,116.51345548838668
2021-06-01,162.2870485799258
2021-07-01,86.39307630613206
