,lower_bound,upper_bound
2008-01-01,113.10924036452454,144.32332001125067
2008-02-01,105.63056229828865,136.84464194151766
2008-03-01,122.04488712817238,156.84909621254337
2008-04-01,132.58005778468655,167.38426686818016
2008-05-01,142.5262487122215,177.33045779346622
2008-06-01,122.33554542017981,157.13975450329627
2008-07-01,128.59865479615283,163.40286387988644
2008-08-01,133.43567008648589,168.2398791716865
2008-09-01,151.59024782998392,186.394456910729
2008-10-01,125.55267055137165,160.35687963343253
2008-11-01,88.33609147122526,123.14030055595093
2008-12-01,103.13552337725716,137.93973245757505
2009-01-01,110.88511976537622,138.58901519750225
2009-02-01,103.00367344614146,130.70756887459422
2009-03-01,119.7373354991823,150.32462657223783
2009-04-01,129.5720863096833,160.15937738187927
2009-05-01,139.1656235661652,169.752914636823
2009-06-01,119.44108899156538,150.02838006373702
2009-07-01,125.32931669570077,155.91660776819413
2009-08-01,129.10983656433095,159.69712763800558
2009-09-01,145.20635384092907,175.7936449108622
2009-10-01,121.52598621310663,152.1132772843861
2009-11-01,89.77823185701978,120.3655229304923
2009-12-01,100.20071010433671,130.78800117362394
2010-01-01,108.63073706803725,132.88497248194625
2010-02-01,100.3465224957217,124.60075790594513
2010-03-01,117.3935415589396,143.8363992431867
2010-04-01,126.5278725233506,152.97073020690965
2010-05-01,135.7687561090774,162.2116137912131
2010-06-01,116.51039025175623,142.9532479353752
2010-07-01,122.02373628392564,148.46659396782576
2010-08-01,124.74776073067716,151.19061841582533
2010-09-01,138.7862175405323,165.22907522234098
2010-10-01,117.46305956348513,143.90591724669795
2010-11-01,91.18412993154243,117.62698761630736
2010-12-01,97.22965452017628,123.67251220091372
2011-01-01,106.33109321271087,127.22619092437589
2011-02-01,97.64411038695546,118.53920809564094
2011-03-01,114.9933806656551,137.40453886717557
2011-04-01,123.42729178396834,145.83844998498776
2011-05-01,132.3155216987388,154.72667989885218
2011-06-01,113.52332455910404,135.93448275985463
2011-07-01,118.66178891922524,141.07294712038086
2011-08-01,120.32931794404588,142.74047614662254
2011-09-01,132.30971428695705,154.72087248699097
2011-10-01,113.34376596087897,135.75492416199268
2011-11-01,92.53366105299305,114.94481925519263
2011-12-01,94.20223198288048,116.61339018133796
2012-01-01,103.96034936565408,121.63850935853591
2012-02-01,94.8705982867359,112.54875827678985
2012-03-01,112.50005837134127,131.06583989219374
2012-04-01,120.23354964368107,138.7993311639709
2012-05-01,128.76912588742567,147.33490740746578
2012-06-01,110.44309746521387,129.0088789855711
2012-07-01,115.20668015314973,133.77246167431198
2012-08-01,115.81771375648559,134.38349527834697
2012-09-01,125.740049632535,144.30583115249502
2012-10-01,109.1313109572116,127.69709247834858
2012-11-01,93.79003077350382,112.35581229501958
2012-12-01,91.08164804466712,109.64742956267885
2013-01-01,101.47166862618536,116.16876468510787
2013-02-01,91.97914929371733,106.67624535073777
2013-03-01,109.84182359518888,124.8920533990505
2013-04-01,116.87489502160251,131.9251248247453
2013-05-01,125.057817594229,140.10804739796384
2013-06-01,107.19795788945426,122.24818769315793
2013-07-01,111.5866589058002,126.63688870951621
2013-08-01,111.14119708744343,126.19142689155328
2013-09-01,119.00547249611151,134.05570229999324
2013-10-01,104.75394347200411,119.80417327624461
2013-11-01,94.88148801216869,109.9317178166906
2013-12-01,87.79615162480737,102.84638142566705
2014-01-01,98.77744509601679,110.90456280237969
2014-02-01,88.88215750995592,101.00927521542876
2014-03-01,106.87384935156997,119.028006373374
2014-04-01,113.20650093192143,125.36065795312226
2014-05-01,121.03676983330062,133.19092685619268
2014-06-01,103.64307884658871,115.7972358678507
2014-07-01,107.65689819076971,119.81105521240232
2014-08-01,106.15494095053205,118.30909797263061
2014-09-01,111.96115589237469,124.11531291481207
2014-10-01,100.06683651906204,112.22099354187523
2014-11-01,95.66320578315437,107.8173628060408
2014-12-01,84.20091573737591,96.35507275622604
2015-01-01,95.72115911600852,106.00242336949302
2015-02-01,85.4231032763523,95.70436752996355
2015-03-01,103.33081810322568,113.73901635242447
2015-04-01,108.96304983775222,119.37124808598914
2015-05-01,116.44066506734255,126.84886331945306
2015-06-01,99.5131427986377,109.92134104762984
2015-07-01,103.15208047087253,113.56027872015602
2015-08-01,100.59362780865993,111.00182605866868
2015-09-01,104.3417822837917,114.74998053447342
2015-10-01,94.80467256173884,105.21287081188879
2015-11-01,95.86986654935399,106.2780648001789
2015-12-01,80.0306228444898,90.4388210922424
2016-01-01,92.0889143609694,101.67624271163538
2016-02-01,81.38809026759343,90.97541861965176
2016-03-01,98.9148074689001,109.32300571745442
2016-04-01,103.84661935736587,114.25481760507135
2016-05-01,110.97158091635559,121.3797791677405
2016-06-01,94.51022736447725,104.91842561361752
2016-07-01,97.77428336530724,108.18248161357602
2016-08-01,94.15933528154574,104.56753352994701
2016-09-01,95.84942928974579,106.2576275395977
2016-10-01,88.66952921846493,99.07772746784943
2016-11-01,95.20354792987771,105.61174617999288
2016-12-01,74.98735056624652,85.39554881361322
2017-01-01,87.76273370325197,98.04399795645605
2017-02-01,76.6591413560093,86.94040561216524
2017-03-01,93.62581744804973,105.77997446900915
2017-04-01,97.85720949044938,110.0113665106837
2017-05-01,104.62951737896219,116.78367440243528
2017-06-01,88.6343325441463,100.78848956577568
2017-07-01,91.52350687345789,103.67766389328098
2017-08-01,86.85206336762135,99.00622038803553
2017-09-01,86.48409690944673,98.63825393097513
2017-10-01,81.6614064888789,93.81556351012401
2017-11-01,93.66424992375418,105.8184069464523
2017-12-01,69.07109890154774,81.22525592144044
2018-01-01,82.86059427025565,94.98771197655562
