date,gender_group,age_group,value
2020-10-01,male,80_99,124.04963976467891
2020-11-01,male,80_99,126.28070765647371
2020-12-01,male,80_99,109.264311939349
2021-01-01,male,80_99,97.09040074557316
2021-02-01,male,80_99,103.3
2021-03-01,male,80_99,102.51
2021-04-01,male,80_99,99.4443447037702
2021-05-01,male,80_99,99.4491833030853
2021-06-01,male,80_99,123.22343324250681
2009-01-01,female,total,769.1335187760778
2009-02-01,female,total,718.9944367176635
2009-03-01,female,total,834.3143254520166
2009-04-01,female,total,879.4394993045897
2009-05-01,female,total,842.336578581363
2009-06-01,female,total,838.3254520166898
2009-07-01,female,total,815.2614742698192
2009-08-01,female,total,711.9749652294854
2009-09-01,female,total,743.0611961057024
2009-10-01,female,total,818.2698191933241
2009-11-01,female,total,708.9666203059805
2009-12-01,female,total,692.9221140472879
2010-01-01,female,total,712.3474829351536
2010-02-01,female,total,688.2681313993174
2010-03-01,female,total,778.5656996587031
2010-04-01,female,total,755.4896544368601
2010-05-01,female,total,790.6053754266212
2010-06-01,female,total,857.8268984641638
2010-07-01,female,total,880.9029436860068
2010-08-01,female,total,804.6516638225256
2010-09-01,female,total,765.5227175767918
2010-10-01,female,total,741.4433660409557
2010-11-01,female,total,880.9029436860068
2010-12-01,female,total,750.4731228668942
2011-01-01,female,total,766.7228607918263
2011-02-01,female,total,665.5938697318007
2011-03-01,female,total,727.5095785440614
2011-04-01,female,total,861.6602809706258
2011-05-01,female,total,1120.6743295019157
2011-06-01,female,total,950.4061302681993
2011-07-01,female,total,906.0332056194125
2011-08-01,female,total,829.6704980842912
2011-09-01,female,total,787.3614303959132
2011-10-01,female,total,727.5095785440614
2011-11-01,female,total,679.0089399744572
2011-12-01,female,total,673.8492975734355
2012-01-01,female,total,669.1929760156632
2012-02-01,female,total,648.1822075379345
2012-03-01,female,total,749.0338962310328
2012-04-01,female,total,700.7091287322564
2012-05-01,female,total,793.1565100342633
2012-06-01,female,total,682.849975526187
2012-07-01,female,total,820.4705090553108
2012-08-01,female,total,703.8607440039158
2012-09-01,female,total,755.3371267743514
2012-10-01,female,total,749.0338962310328
2012-11-01,female,total,662.8897454723445
2012-12-01,female,total,650.2832843857072
2013-01-01,female,total,737.3213005315861
2013-02-01,female,total,643.8432439114847
2013-03-01,female,total,724.7175176165163
2013-04-01,female,total,670.1011249845469
2013-05-01,female,total,794.0383236494005
2013-06-01,female,total,748.8747682037334
2013-07-01,female,total,737.3213005315861
2013-08-01,female,total,727.8684633452838
2013-09-01,female,total,702.660897515144
2013-10-01,female,total,675.3527011991594
2013-11-01,female,total,692.1577450859191
2013-12-01,female,total,641.7426134256398
2014-01-01,female,total,601.3900709219859
2014-02-01,female,total,535.0297872340426
2014-03-01,female,total,739.295035460993
2014-04-01,female,total,718.5574468085107
2014-05-01,female,total,691.5985815602837
2014-06-01,female,total,671.8978723404256
2014-07-01,female,total,624.2014184397163
2014-08-01,female,total,768.327659574468
2014-09-01,female,total,712.336170212766
2014-10-01,female,total,714.4099290780142
2014-11-01,female,total,680.1929078014184
2014-12-01,female,total,583.7631205673758
2015-01-01,female,total,621.3109626048628
2015-02-01,female,total,526.2869330300014
2015-03-01,female,total,685.0083890231765
2015-04-01,female,total,615.0456419735533
2015-05-01,female,total,647.4164652353193
2015-06-01,female,total,593.1170197639699
2015-07-01,female,total,693.3621498649225
2015-08-01,female,total,603.5592208161524
2015-09-01,female,total,623.3994028152993
2015-10-01,female,total,605.6476610265889
2015-11-01,female,total,574.3210578700413
2015-12-01,female,total,555.5250959761127
2016-01-01,female,total,583.4684838160136
2016-02-01,female,total,539.3935264054514
2016-03-01,female,total,643.2844974446338
2016-04-01,female,total,579.2708688245315
2016-05-01,female,total,633.839863713799
2016-06-01,female,total,570.8756388415673
2016-07-01,female,total,578.2214650766609
2016-08-01,female,total,520.5042589437819
2016-09-01,female,total,553.0357751277683
2016-10-01,female,total,554.0851788756388
2016-11-01,female,total,527.8500851788756
2016-12-01,female,total,492.17035775127766
2017-01-01,female,total,525.7656046814044
2017-02-01,female,total,501.48325747724317
2017-03-01,female,total,597.5568920676203
2017-04-01,female,total,601.7799089726918
2017-05-01,female,total,629.2295188556567
2017-06-01,female,total,584.8878413524058
2017-07-01,female,total,573.274544863459
2017-08-01,female,total,566.9400195058518
2017-09-01,female,total,529.9886215864759
2017-10-01,female,total,493.03722366710014
2017-11-01,female,total,490.9257152145644
2017-12-01,female,total,400.13085175552663
2018-01-01,female,total,504.2561848958333
2018-02-01,female,total,502.1240234375
2018-03-01,female,total,554.3619791666666
2018-04-01,female,total,578.8818359375
2018-05-01,female,total,603.4016927083334
2018-06-01,female,total,543.701171875
2018-07-01,female,total,543.701171875
2018-08-01,female,total,574.6175130208334
2018-09-01,female,total,549.0315755208334
2018-10-01,female,total,546.8994140625
2018-11-01,female,total,538.3707682291666
2018-12-01,female,total,510.6526692708333
2019-01-01,female,total,509.5975529100529
2019-02-01,female,total,496.50512566137564
2019-03-01,female,total,525.7113095238095
2019-04-01,female,total,530.7468584656085
2019-05-01,female,total,553.9103835978837
2019-06-01,female,total,500.53356481481484
2019-07-01,female,total,558.9459325396825
2019-08-01,female,total,464.27761243386243
2019-09-01,female,total,502.5477843915344
2019-10-01,female,total,470.32027116402116
2019-11-01,female,total,529.7397486772487
2019-12-01,female,total,448.1638558201058
2020-01-01,female,total,497.62054657318646
2020-02-01,female,total,436.29761053083416
2020-03-01,female,total,512.6999570754042
2020-04-01,female,total,447.3558448991272
2020-05-01,female,total,489.578194305337
2020-06-01,female,total,522.7528974102161
2020-07-01,female,total,657.4622978966948
2020-08-01,female,total,680.5840606667621
2020-09-01,female,total,676.5628845328373
2020-10-01,female,total,880.6375733295179
2020-11-01,female,total,644.3934754614394
2020-12-01,female,total,580.0546573186435
2021-01-01,female,total,534.0
2021-02-01,female,total,519.0
2021-03-01,female,total,639.0
2021-04-01,female,total,567.0
2021-05-01,female,total,589.0
2021-06-01,female,total,595.0
2009-01-01,female,0_19,12.072882506349426
2009-02-01,female,0_19,15.177266317180987
2009-03-01,female,0_19,15.089564135289173
2009-04-01,female,0_19,29.171356100947335
2009-05-01,female,0_19,22.157516530309078
2009-06-01,female,0_19,14.15130277559491
2009-07-01,female,0_19,24.203596387687014
2009-08-01,female,0_19,19.090475010583393
2009-09-01,female,0_19,16.097914062978433
2009-10-01,female,0_19,19.184516759404
2009-11-01,female,0_19,9.055665162691378
2009-12-01,female,0_19,12.057142111947407
2010-01-01,female,0_19,13.094582157756035
2010-02-01,female,0_19,14.123171363648614
2010-03-01,female,0_19,16.114475719166187
2010-04-01,female,0_19,19.187725320923086
2010-05-01,female,0_19,19.184316939740896
2010-06-01,female,0_19,22.128850758036688
2010-07-01,female,0_19,18.16749908467594
2010-08-01,female,0_19,11.064425379018344
2010-09-01,female,0_19,16.093709642208502
2010-10-01,female,0_19,14.101077232239934
2010-11-01,female,0_19,14.146444430922974
2010-12-01,female,0_19,10.072033812225534
2011-01-01,female,0_19,15.337299472305252
2011-02-01,female,0_19,14.298448507404244
2011-03-01,female,0_19,12.271624866058941
2011-04-01,female,0_19,14.293398212353946
2011-05-01,female,0_19,21.45393055629969
2011-06-01,female,0_19,24.473623491743076
2011-07-01,female,0_19,12.236811745871538
2011-08-01,female,0_19,23.48309701169121
2011-09-01,female,0_19,22.58213741932714
2011-10-01,female,0_19,17.36010757271193
2011-11-01,female,0_19,18.35521761880731
2011-12-01,female,0_19,8.17038657469746
2012-01-01,female,0_19,14.775036725108613
2012-02-01,female,0_19,17.941116023346172
2012-03-01,female,0_19,11.65800935966065
2012-04-01,female,0_19,15.87800670619889
2012-05-01,female,0_19,22.280597990926104
2012-06-01,female,0_19,9.51287308407279
2012-07-01,female,0_19,19.14354527940801
2012-08-01,female,0_19,12.66431719295024
2012-09-01,female,0_19,13.75794662976591
2012-10-01,female,0_19,23.25052428471646
2012-11-01,female,0_19,14.775036725108613
2012-12-01,female,0_19,11.646587758886842
2013-01-01,female,0_19,13.567003268226962
2013-02-01,female,0_19,19.80045107708908
2013-03-01,female,0_19,8.33703203245856
2013-04-01,female,0_19,7.317842975031432
2013-05-01,female,0_19,13.619739164727847
2013-06-01,female,0_19,17.716193068974437
2013-07-01,female,0_19,16.7456265716335
2013-08-01,female,0_19,24.003604329002343
2013-09-01,female,0_19,17.74271431608368
2013-10-01,female,0_19,11.481274837534928
2013-11-01,female,0_19,10.46894837917338
2013-12-01,female,0_19,12.505548048687839
2014-01-01,female,0_19,19.29333800326368
2014-02-01,female,0_19,8.532215523532372
2014-03-01,female,0_19,21.28920055532544
2014-04-01,female,0_19,9.593984383205548
2014-05-01,female,0_19,17.08258258093482
2014-06-01,female,0_19,10.64460027766272
2014-07-01,female,0_19,13.86100528668693
2014-08-01,female,0_19,13.856680334422295
2014-09-01,female,0_19,21.28920055532544
2014-10-01,female,0_19,8.515680222130177
2014-11-01,female,0_19,12.793021890955869
2014-12-01,female,0_19,8.515680222130177
2015-01-01,female,0_19,11.474125755956132
2015-02-01,female,0_19,12.51722809740669
2015-03-01,female,0_19,16.68963746320892
2015-04-01,female,0_19,22.987279150537965
2015-05-01,female,0_19,15.646535121758363
2015-06-01,female,0_19,9.437768441584513
2015-07-01,female,0_19,10.431023414505574
2015-08-01,female,0_19,15.673652167030042
2015-09-01,female,0_19,13.560330438857248
2015-10-01,female,0_19,18.808270198175855
2015-11-01,female,0_19,14.656729980235937
2015-12-01,female,0_19,7.301716390153903
2016-01-01,female,0_19,12.68123410086641
2016-02-01,female,0_19,11.669872657275176
2016-03-01,female,0_19,7.409473791778018
2016-04-01,female,0_19,18.063251487937215
2016-05-01,female,0_19,11.643742311519683
2016-06-01,female,0_19,12.68123410086641
2016-07-01,female,0_19,12.727431675004356
2016-08-01,female,0_19,19.06027913342345
2016-09-01,female,0_19,16.908312134488547
2016-10-01,female,0_19,14.822846690955803
2016-11-01,female,0_19,19.021851151299614
2016-12-01,female,0_19,9.531248066196069
2017-01-01,female,0_19,17.414379388826706
2017-02-01,female,0_19,14.239114502913784
2017-03-01,female,0_19,13.060784541620029
2017-04-01,female,0_19,17.414379388826706
2017-05-01,female,0_19,15.314669226430231
2017-06-01,female,0_19,14.200448410136994
2017-07-01,female,0_19,18.502778100628376
2017-08-01,female,0_19,19.62772751543831
2017-09-01,female,0_19,11.97238582981836
2017-10-01,female,0_19,13.088811976258699
2017-11-01,female,0_19,7.618790982611683
2017-12-01,female,0_19,8.730224587784816
2018-01-01,female,0_19,12.755141793812008
2018-02-01,female,0_19,14.849604812174702
2018-03-01,female,0_19,22.227115483191433
2018-04-01,female,0_19,18.0265773172852
2018-05-01,female,0_19,20.145840700062426
2018-06-01,female,0_19,21.16868141256327
2018-07-01,female,0_19,27.573351230902645
2018-08-01,female,0_19,20.147626983834613
2018-09-01,female,0_19,21.209865617646077
2018-10-01,female,0_19,19.05181327130694
2018-11-01,female,0_19,14.818076988794289
2018-12-01,female,0_19,21.16868141256327
2019-01-01,female,0_19,24.17246556750589
2019-02-01,female,0_19,17.088324843300235
2019-03-01,female,0_19,19.098716001335557
2019-04-01,female,0_19,24.12469389642386
2019-05-01,female,0_19,21.14755726348631
2019-06-01,female,0_19,17.088324843300235
2019-07-01,female,0_19,18.093520422317898
2019-08-01,female,0_19,11.081188654779476
2019-09-01,female,0_19,29.150671791512167
2019-10-01,female,0_19,13.095584463983304
2019-11-01,female,0_19,15.106653558951132
2019-12-01,female,0_19,7.036369053123626
2020-01-01,female,0_19,20.996678911495255
2020-02-01,female,0_19,25.11176875989016
2020-03-01,female,0_19,22.039735932919523
2020-04-01,female,0_19,15.997469646853528
2020-05-01,female,0_19,15.028487110373588
2020-06-01,female,0_19,28.049513253635283
2020-07-01,female,0_19,22.99636261735195
2020-08-01,female,0_19,43.9930415288472
2020-09-01,female,0_19,36.04786966182732
2020-10-01,female,0_19,20.996678911495255
2020-11-01,female,0_19,34.10102244557177
2020-12-01,female,0_19,25.995888176136983
2021-01-01,female,0_19,18.06766917293233
2021-02-01,female,0_19,24.046332046332047
2021-03-01,female,0_19,23.0
2021-04-01,female,0_19,23.0
2021-05-01,female,0_19,33.0
2021-06-01,female,0_19,33.0
2009-01-01,female,20_29,98.02933541239584
2009-02-01,female,20_29,83.49887857330737
2009-03-01,female,20_29,118.02328493473055
2009-04-01,female,20_29,92.01247291360312
2009-05-01,female,20_29,87.12000835548301
2009-06-01,female,20_29,71.35542393849684
2009-07-01,female,20_29,100.26951518130045
2009-08-01,female,20_29,77.92162323683348
2009-09-01,female,20_29,72.02485174864069
2009-10-01,female,20_29,95.37205117657149
2009-11-01,female,20_29,80.03281416204152
2009-12-01,female,20_29,76.92262806713049
2010-01-01,female,20_29,65.57366567532776
2010-02-01,female,20_29,61.631372723685274
2010-03-01,female,20_29,89.77471133139183
2010-04-01,female,20_29,73.83470854204486
2010-05-01,female,20_29,66.74281013724821
2010-06-01,female,20_29,81.59978431350808
2010-07-01,female,20_29,75.8144027801694
2010-08-01,female,20_29,71.52573686739598
2010-09-01,female,20_29,75.55535584584081
2010-10-01,female,20_29,67.5875760432722
2010-11-01,female,20_29,81.97323870395893
2010-12-01,female,20_29,74.64774755518037
2011-01-01,female,20_29,82.59701273720856
2011-02-01,female,20_29,61.61585828950868
2011-03-01,female,20_29,69.01513964009867
2011-04-01,female,20_29,96.04502981980949
2011-05-01,female,20_29,142.0712151187557
2011-06-01,female,20_29,126.16881201817566
2011-07-01,female,20_29,94.88728837730565
2011-08-01,female,20_29,80.38923061681112
2011-09-01,female,20_29,99.71157612614168
2011-10-01,female,20_29,77.27069547084223
2011-11-01,female,20_29,80.28924401156632
2011-12-01,female,20_29,85.63397059683153
2012-01-01,female,20_29,61.869188876285506
2012-02-01,female,20_29,57.67466759653734
2012-03-01,female,20_29,90.5632590956332
2012-04-01,female,20_29,70.4695343874684
2012-05-01,female,20_29,83.28302987036604
2012-06-01,female,20_29,68.26599540422194
2012-07-01,female,20_29,62.348176145005134
2012-08-01,female,20_29,66.06371015603368
2012-09-01,female,20_29,71.50576513579063
2012-10-01,female,20_29,65.10639315047318
2012-11-01,female,20_29,60.820558556348466
2012-12-01,female,20_29,66.27785508360591
2013-01-01,female,20_29,82.29216112757547
2013-02-01,female,20_29,51.225934021916224
2013-03-01,female,20_29,66.16683144497512
2013-04-01,female,20_29,63.163214375424864
2013-05-01,female,20_29,55.78994676057099
2013-06-01,female,20_29,83.24214278561386
2013-07-01,female,20_29,61.09187303150202
2013-08-01,female,20_29,59.84995326115501
2013-09-01,female,20_29,63.05946986586375
2013-10-01,female,20_29,53.443463746255404
2013-11-01,female,20_29,68.61359861878616
2013-12-01,female,20_29,70.4356592801348
2014-01-01,female,20_29,50.75059403843343
2014-02-01,female,20_29,44.18614826920371
2014-03-01,female,20_29,71.40083575062357
2014-04-01,female,20_29,66.24636790284926
2014-05-01,female,20_29,67.40289421766074
2014-06-01,female,20_29,66.15077429837184
2014-07-01,female,20_29,50.48445115616176
2014-08-01,female,20_29,58.880148654767005
2014-09-01,female,20_29,73.50086033152427
2014-10-01,female,20_29,68.25079887927254
2014-11-01,female,20_29,59.942075671021925
2014-12-01,female,20_29,63.0007374270208
2015-01-01,female,20_29,53.4059670603035
2015-02-01,female,20_29,42.934208813185165
2015-03-01,female,20_29,71.20795608040467
2015-04-01,female,20_29,53.49679353489586
2015-05-01,female,20_29,46.075736287320666
2015-06-01,female,20_29,51.584066466158845
2015-07-01,female,20_29,61.78337365799817
2015-08-01,female,20_29,49.30256231216926
2015-09-01,female,20_29,56.547494534439004
2015-10-01,female,20_29,47.20429883416036
2015-11-01,female,20_29,47.29489354309832
2015-12-01,female,20_29,40.8398571637615
2016-01-01,female,20_29,56.143268387960745
2016-02-01,female,20_29,51.04535368763884
2016-03-01,female,20_29,68.96745988772646
2016-04-01,female,20_29,53.25477566442302
2016-05-01,female,20_29,53.05318393305217
2016-06-01,female,20_29,32.838515472203454
2016-07-01,female,20_29,51.03196763669058
2016-08-01,female,20_29,38.21209073129129
2016-09-01,female,20_29,41.312971077933376
2016-10-01,female,20_29,47.75926593741532
2016-11-01,female,20_29,36.01643632435218
2016-12-01,female,20_29,54.14009178243965
2017-01-01,female,20_29,50.20229636611843
2017-02-01,female,20_29,42.996918092149755
2017-03-01,female,20_29,61.95176998372062
2017-04-01,female,20_29,56.611100157537805
2017-05-01,female,20_29,48.3091955272253
2017-06-01,female,20_29,55.74420882343277
2017-07-01,female,20_29,43.79349257469906
2017-08-01,female,20_29,53.50633762425691
2017-09-01,female,20_29,57.67923412277437
2017-10-01,female,20_29,56.73258320508617
2017-11-01,female,20_29,46.997894470408745
2017-12-01,female,20_29,32.128791494020405
2018-01-01,female,20_29,40.57920373360191
2018-02-01,female,20_29,54.34666716093045
2018-03-01,female,20_29,52.10456453587396
2018-04-01,female,20_29,58.592620674142466
2018-05-01,female,20_29,51.131544493791715
2018-06-01,female,20_29,47.85113069621078
2018-07-01,female,20_29,70.31953980504059
2018-08-01,female,20_29,50.07074324358148
2018-09-01,female,20_29,52.20593528399823
2018-10-01,female,20_29,58.48471529536873
2018-11-01,female,20_29,43.5976968565476
2018-12-01,female,20_29,35.09082917722124
2019-01-01,female,20_29,48.810816950880096
2019-02-01,female,20_29,58.863176403626404
2019-03-01,female,20_29,50.74411758933311
2019-04-01,female,20_29,55.818529348266416
2019-05-01,female,20_29,54.90347149009812
2019-06-01,female,20_29,42.62505877503981
2019-07-01,female,20_29,59.878058755413065
2019-08-01,female,20_29,54.92278535951558
2019-09-01,female,20_29,44.65482347861313
2019-10-01,female,20_29,49.83595033462272
2019-11-01,female,20_29,57.95848127860515
2019-12-01,female,20_29,55.818529348266416
2020-01-01,female,20_29,55.33047804243244
2020-02-01,female,20_29,62.66130063829007
2020-03-01,female,20_29,58.46313772084842
2020-04-01,female,20_29,45.27039112562654
2020-05-01,female,20_29,49.3958547522097
2020-06-01,female,20_29,56.44503487810939
2020-07-01,female,20_29,77.46266925940542
2020-08-01,female,20_29,77.46266925940542
2020-09-01,female,20_29,83.62297545920545
2020-10-01,female,20_29,111.66696477654547
2020-11-01,female,20_29,69.6318598189997
2020-12-01,female,20_29,90.54078225125308
2021-01-01,female,20_29,71.26691729323308
2021-02-01,female,20_29,72.13899613899613
2021-03-01,female,20_29,85.0
2021-04-01,female,20_29,70.0
2021-05-01,female,20_29,77.0
2021-06-01,female,20_29,78.0
2009-01-01,female,30_39,134.363581107969
2009-02-01,female,30_39,103.86914682258785
2009-03-01,female,30_39,117.30549105840458
2009-04-01,female,30_39,116.29569917874751
2009-05-01,female,30_39,120.45551564847612
2009-06-01,female,30_39,123.91404744569388
2009-07-01,female,30_39,123.62913077626133
2009-08-01,female,30_39,98.13778538805013
2009-09-01,female,30_39,103.28420014026683
2009-10-01,female,30_39,99.62756176219266
2009-11-01,female,30_39,88.24854679572942
2009-12-01,female,30_39,109.15325109487209
2010-01-01,female,30_39,119.77100379803163
2010-02-01,female,30_39,105.84002347647464
2010-03-01,female,30_39,106.67397989582003
2010-04-01,female,30_39,106.96265948058964
2010-05-01,female,30_39,103.916951998311
2010-06-01,female,30_39,120.60737369080992
2010-07-01,female,30_39,113.96133307961921
2010-08-01,female,30_39,124.6276194805036
2010-09-01,female,30_39,94.47577605780111
2010-10-01,female,30_39,115.73868171989027
2010-11-01,female,30_39,124.1883363307144
2010-12-01,female,30_39,102.65350494326232
2011-01-01,female,30_39,107.07250503981533
2011-02-01,female,30_39,104.89336971006271
2011-03-01,female,30_39,93.70207378091037
2011-04-01,female,30_39,117.19235849950884
2011-05-01,female,30_39,174.87329081043154
2011-06-01,female,30_39,137.58744843440604
2011-07-01,female,30_39,129.37327240847134
2011-08-01,female,30_39,102.80506732334199
2011-09-01,female,30_39,118.8576641483574
2011-10-01,female,30_39,73.00436452027003
2011-11-01,female,30_39,75.98112823989587
2011-12-01,female,30_39,98.72129346506783
2012-01-01,female,30_39,85.97474100502276
2012-02-01,female,30_39,74.44154404093435
2012-03-01,female,30_39,91.60252764140445
2012-04-01,female,30_39,90.43981466220642
2012-05-01,female,30_39,100.13540155540998
2012-06-01,female,30_39,80.85677378521157
2012-07-01,female,30_39,109.88532436494052
2012-08-01,female,30_39,94.36252061526889
2012-09-01,female,30_39,95.67713251722343
2012-10-01,female,30_39,100.79472239503629
2012-11-01,female,30_39,82.82932365118047
2012-12-01,female,30_39,94.66839588468629
2013-01-01,female,30_39,80.95823870604475
2013-02-01,female,30_39,71.26941065577304
2013-03-01,female,30_39,87.2252488622894
2013-04-01,female,30_39,85.36540692459064
2013-05-01,female,30_39,109.0768258671001
2013-06-01,female,30_39,72.33313320287414
2013-07-01,female,30_39,98.28248495275653
2013-08-01,female,30_39,100.13441353072142
2013-09-01,female,30_39,91.61708536663791
2013-10-01,female,30_39,84.16497542849547
2013-11-01,female,30_39,91.8984933451329
2013-12-01,female,30_39,75.5243008441774
2014-01-01,female,30_39,86.17841690039143
2014-02-01,female,30_39,74.38577263473466
2014-03-01,female,30_39,105.17562006090148
2014-04-01,female,30_39,76.41414694496132
2014-05-01,female,30_39,68.25948910984822
2014-06-01,female,30_39,100.0199524108573
2014-07-01,female,30_39,79.5293904326617
2014-08-01,female,30_39,82.60215629584314
2014-09-01,female,30_39,76.30388122065402
2014-10-01,female,30_39,106.20675359091032
2014-11-01,female,30_39,80.55120681449195
2014-12-01,female,30_39,65.99254592056563
2015-01-01,female,30_39,89.74042946792784
2015-02-01,female,30_39,53.218161661213024
2015-03-01,female,30_39,73.04453561342964
2015-04-01,female,30_39,60.62554484028142
2015-05-01,female,30_39,58.43562849074372
2015-06-01,female,30_39,59.79494020279135
2015-07-01,female,30_39,67.82706878389895
2015-08-01,female,30_39,75.26173295589224
2015-09-01,female,30_39,72.0010422475235
2015-10-01,female,30_39,76.30657877800668
2015-11-01,female,30_39,65.98000935884612
2015-12-01,female,30_39,63.6530953202744
2016-01-01,female,30_39,59.071118637682915
2016-02-01,female,30_39,62.47875083030037
2016-03-01,female,30_39,64.45046507991589
2016-04-01,female,30_39,64.69693946031938
2016-05-01,female,30_39,68.67839723156335
2016-06-01,female,30_39,70.67437408437064
2016-07-01,female,30_39,58.22762979166605
2016-08-01,female,30_39,81.38687456747424
2016-09-01,female,30_39,68.56469127588196
2016-10-01,female,30_39,80.32006806359921
2016-11-01,female,30_39,49.577545999483874
2016-12-01,female,30_39,53.91186228230837
2017-01-01,female,30_39,63.815038545246125
2017-02-01,female,30_39,51.58707356698401
2017-03-01,female,30_39,73.2303721011021
2017-04-01,female,30_39,67.99963123673767
2017-05-01,female,30_39,68.34364286188138
2017-06-01,female,30_39,64.04625245301875
2017-07-01,female,30_39,55.44585316226303
2017-08-01,female,30_39,46.11639744149362
2017-09-01,female,30_39,69.04577940961056
2017-10-01,female,30_39,49.274476923577254
2017-11-01,female,30_39,44.98437143353415
2017-12-01,female,30_39,39.85879890400879
2018-01-01,female,30_39,51.2356144575283
2018-02-01,female,30_39,59.83008173156608
2018-03-01,female,30_39,49.933463309649056
2018-04-01,female,30_39,55.46315576103447
2018-05-01,female,30_39,67.42074238023103
2018-06-01,female,30_39,45.59142302185349
2018-07-01,female,30_39,60.9079914633799
2018-08-01,female,30_39,68.5142481657408
2018-09-01,female,30_39,47.85536620692977
2018-10-01,female,30_39,58.617543885240195
2018-11-01,female,30_39,58.617543885240195
2018-12-01,female,30_39,43.4204028779557
2019-01-01,female,30_39,66.28453791010742
2019-02-01,female,30_39,67.17128758114563
2019-03-01,female,30_39,52.9228326396905
2019-04-01,female,30_39,46.81635195049544
2019-05-01,female,30_39,48.94082883872177
2019-06-01,female,30_39,53.940579421223006
2019-07-01,female,30_39,56.99381976582053
2019-08-01,female,30_39,45.89816735411285
2019-09-01,female,30_39,45.79860516896293
2019-10-01,female,30_39,61.1958472500878
2019-11-01,female,30_39,50.98426734153334
2019-12-01,female,30_39,51.90508585815799
2020-01-01,female,30_39,43.22787100123325
2020-02-01,female,30_39,41.40809305533723
2020-03-01,female,30_39,56.40736491045925
2020-04-01,female,30_39,38.20137437318287
2020-05-01,female,30_39,55.40523135075283
2020-06-01,female,30_39,52.37628856357696
2020-07-01,female,30_39,81.42924537441613
2020-08-01,female,30_39,78.4133473975859
2020-09-01,female,30_39,78.53003392645135
2020-10-01,female,30_39,111.58822514271839
2020-11-01,female,30_39,67.56586875896075
2020-12-01,female,30_39,60.31795953660453
2021-01-01,female,30_39,62.233082706766915
2021-02-01,female,30_39,43.08301158301158
2021-03-01,female,30_39,68.0
2021-04-01,female,30_39,56.0
2021-05-01,female,30_39,57.0
2021-06-01,female,30_39,65.0
2009-01-01,female,40_49,97.03345234134706
2009-02-01,female,40_49,103.62380649347612
2009-03-01,female,40_49,118.02865675641566
2009-04-01,female,40_49,114.02064497246349
2009-05-01,female,40_49,110.15674825095326
2009-06-01,female,40_49,108.54558508416778
2009-07-01,female,40_49,97.26585657313666
2009-08-01,female,40_49,87.91557622314174
2009-09-01,female,40_49,102.03985076931049
2009-10-01,female,40_49,118.46751852012248
2009-11-01,female,40_49,95.0432925094533
2009-12-01,female,40_49,91.91173877873909
2010-01-01,female,40_49,100.73544884705102
2010-02-01,female,40_49,93.82556209065994
2010-03-01,female,40_49,106.76676805047501
2010-04-01,female,40_49,93.92622625057062
2010-05-01,female,40_49,107.03668206780662
2010-06-01,female,40_49,108.64105336783648
2010-07-01,female,40_49,121.12615219931483
2010-08-01,female,40_49,121.71821719915013
2010-09-01,female,40_49,121.71821719915013
2010-10-01,female,40_49,104.75906852401937
2010-11-01,female,40_49,127.32797749784953
2010-12-01,female,40_49,106.7719252247139
2011-01-01,female,40_49,115.47569586634503
2011-02-01,female,40_49,87.03205470614391
2011-03-01,female,40_49,120.74215682229656
2011-04-01,female,40_49,109.01369525077969
2011-05-01,female,40_49,159.43050732730055
2011-06-01,female,40_49,135.05697164037753
2011-07-01,female,40_49,124.58743895507695
2011-08-01,female,40_49,139.41819042398035
2011-09-01,female,40_49,105.38592927288055
2011-10-01,female,40_49,99.60183971562594
2011-11-01,female,40_49,101.55446704741567
2011-12-01,female,40_49,82.83616298107381
2012-01-01,female,40_49,92.4562945838151
2012-02-01,female,40_49,81.82913428682485
2012-03-01,female,40_49,115.25828894499105
2012-04-01,female,40_49,101.26165597274988
2012-05-01,female,40_49,108.97438275249246
2012-06-01,female,40_49,89.40569371581928
2012-07-01,female,40_49,117.80378595024922
2012-08-01,female,40_49,98.83259076200923
2012-09-01,female,40_49,99.10827441824915
2012-10-01,female,40_49,94.71456614692552
2012-11-01,female,40_49,102.02073885110632
2012-12-01,female,40_49,99.15295572396064
2013-01-01,female,40_49,107.65517094716803
2013-02-01,female,40_49,103.28605851249301
2013-03-01,female,40_49,93.80060415930487
2013-04-01,female,40_49,89.86656002330406
2013-05-01,female,40_49,116.54999763757759
2013-06-01,female,40_49,105.39393725764593
2013-07-01,female,40_49,103.72934631726766
2013-08-01,female,40_49,110.82355266694518
2013-09-01,female,40_49,91.82998997315518
2013-10-01,female,40_49,110.83600738239821
2013-11-01,female,40_49,117.5222731167613
2013-12-01,female,40_49,95.9084829044578
2014-01-01,female,40_49,85.99181994638958
2014-02-01,female,40_49,74.08641829065034
2014-03-01,female,40_49,114.55932951646855
2014-04-01,female,40_49,105.33829677937707
2014-05-01,female,40_49,103.41348196802417
2014-06-01,female,40_49,99.97905121437255
2014-07-01,female,40_49,99.10222439943786
2014-08-01,female,40_49,123.05698592458202
2014-09-01,female,40_49,91.64746361317484
2014-10-01,female,40_49,104.14484501497141
2014-11-01,female,40_49,92.8304218527342
2014-12-01,female,40_49,94.77180896362398
2015-01-01,female,40_49,97.54073297518032
2015-02-01,female,40_49,76.56423126008778
2015-03-01,female,40_49,104.88250857546271
2015-04-01,female,40_49,105.06088018868628
