date,gender_group,age_group,value
2015-03-01,male,40_49,280.49617055483805
2015-04-01,male,40_49,281.99727947882093
2015-05-01,male,40_49,285.08404916784167
2015-06-01,male,40_49,255.3118363001733
2015-07-01,male,40_49,216.80207223059313
2015-08-01,male,40_49,238.18424646242644
2015-09-01,male,40_49,224.46352005934887
2015-10-01,male,40_49,258.3526431035758
2015-11-01,male,40_49,221.32511554868273
2015-12-01,male,40_49,205.27881706433254
2016-01-01,male,40_49,227.24100170082835
2016-02-01,male,40_49,224.8078474472656
2016-03-01,male,40_49,300.8113063403299
2016-04-01,male,40_49,244.2333694641252
2016-05-01,male,40_49,258.876497078202
2016-06-01,male,40_49,227.43722023638077
2016-07-01,male,40_49,220.32902447116567
2016-08-01,male,40_49,226.17791229360424
2016-09-01,male,40_49,202.1244684444764
2016-10-01,male,40_49,233.98530416214388
2016-11-01,male,40_49,190.6585026185717
2016-12-01,male,40_49,206.74483598405405
2017-01-01,male,40_49,247.61884325466062
2017-02-01,male,40_49,208.45448871433118
2017-03-01,male,40_49,230.42081341649026
2017-04-01,male,40_49,251.5786516774502
2017-05-01,male,40_49,224.2968500782501
2017-06-01,male,40_49,243.6707524053847
2017-07-01,male,40_49,231.97037396729317
2017-08-01,male,40_49,225.11567102879243
2017-09-01,male,40_49,240.552492131613
2017-10-01,male,40_49,210.34753563478782
2017-11-01,male,40_49,215.98211453003367
2017-12-01,male,40_49,169.91467227981343
2018-01-01,male,40_49,177.05710521738249
2018-02-01,male,40_49,199.05483504386447
2018-03-01,male,40_49,257.2839708223134
2018-04-01,male,40_49,205.45427574090752
2018-05-01,male,40_49,234.83384575489234
2018-06-01,male,40_49,210.60667081854092
2018-07-01,male,40_49,221.1558442079667
2018-08-01,male,40_49,186.39193877605095
2018-09-01,male,40_49,208.27023011298618
2018-10-01,male,40_49,231.73510612311662
2018-11-01,male,40_49,199.45253292441447
2018-12-01,male,40_49,176.12605704006683
2019-01-01,male,40_49,240.77521870235924
2019-02-01,male,40_49,218.82709340044585
2019-03-01,male,40_49,226.3780532964836
2019-04-01,male,40_49,213.6798412185013
2019-05-01,male,40_49,233.83070809310436
2019-06-01,male,40_49,201.69899796409496
2019-07-01,male,40_49,213.69818653449954
2019-08-01,male,40_49,194.40599257216473
2019-09-01,male,40_49,192.18071486230406
2019-10-01,male,40_49,201.17296237421922
2019-11-01,male,40_49,192.38985450608507
2019-12-01,male,40_49,190.01446797434826
2020-01-01,male,40_49,229.346754050524
2020-02-01,male,40_49,182.94047253551727
2020-03-01,male,40_49,248.47340031057024
2020-04-01,male,40_49,153.62293131927885
2020-05-01,male,40_49,189.1893569924368
2020-06-01,male,40_49,173.7785886631038
2020-07-01,male,40_49,218.06012264020313
2020-08-01,male,40_49,199.95801400403187
2020-09-01,male,40_49,197.23005200947057
2020-10-01,male,40_49,258.6039404105541
2020-11-01,male,40_49,216.37703180991753
2020-12-01,male,40_49,206.5167012334052
2021-01-01,male,40_49,191.1780055917987
2021-02-01,male,40_49,175.5097087378641
2021-03-01,male,40_49,237.18
2021-04-01,male,40_49,197.8842010771993
2021-05-01,male,40_49,190.86206896551724
2021-06-01,male,40_49,200.36330608537693
2009-01-01,male,50_59,458.78226694888946
2009-02-01,male,50_59,405.70861225915155
2009-03-01,male,50_59,502.29100160363714
2009-04-01,male,50_59,456.79705827405706
2009-05-01,male,50_59,485.46649874736823
2009-06-01,male,50_59,462.41041695674414
2009-07-01,male,50_59,395.3866843867193
2009-08-01,male,50_59,405.2953329250641
2009-09-01,male,50_59,338.8215316178894
2009-10-01,male,50_59,420.1606259974849
2009-11-01,male,50_59,425.6392932074218
2009-12-01,male,50_59,395.6801354894996
2010-01-01,male,50_59,384.89746937674937
2010-02-01,male,50_59,381.392193843247
2010-03-01,male,50_59,460.43280800355046
2010-04-01,male,50_59,405.79852477168146
2010-05-01,male,50_59,410.0189385011784
2010-06-01,male,50_59,391.4898697116942
2010-07-01,male,50_59,376.99540630100506
2010-08-01,male,50_59,343.4491865349946
2010-09-01,male,50_59,346.69670886387195
2010-10-01,male,50_59,349.64261998124005
2010-11-01,male,50_59,419.11172505382183
2010-12-01,male,50_59,358.8031909094375
2011-01-01,male,50_59,352.52038919917334
2011-02-01,male,50_59,311.53305588192285
2011-03-01,male,50_59,371.099791077487
2011-04-01,male,50_59,407.70109671290385
2011-05-01,male,50_59,459.4402677841004
2011-06-01,male,50_59,420.80832266684655
2011-07-01,male,50_59,335.364450533941
2011-08-01,male,50_59,299.48123765917205
2011-09-01,male,50_59,285.42896189859647
2011-10-01,male,50_59,273.6219096727199
2011-11-01,male,50_59,242.8372534009626
2011-12-01,male,50_59,256.98345688366953
2012-01-01,male,50_59,293.13982657407996
2012-02-01,male,50_59,285.9450513137273
2012-03-01,male,50_59,334.8894309469364
2012-04-01,male,50_59,305.7204253527969
2012-05-01,male,50_59,279.7021851107761
2012-06-01,male,50_59,266.36409989449965
2012-07-01,male,50_59,295.40231436271443
2012-08-01,male,50_59,278.3672516009542
2012-09-01,male,50_59,273.7660442699417
2012-10-01,male,50_59,312.8218275915806
2012-11-01,male,50_59,266.46675800355973
2012-12-01,male,50_59,250.3173884916073
2013-01-01,male,50_59,320.3450779176527
2013-02-01,male,50_59,275.19807466534326
2013-03-01,male,50_59,337.99340734473685
2013-04-01,male,50_59,290.21799615237927
2013-05-01,male,50_59,307.4243871208586
2013-06-01,male,50_59,291.76631084750113
2013-07-01,male,50_59,270.7329185982368
2013-08-01,male,50_59,230.1068658732989
2013-09-01,male,50_59,278.12229918827137
2013-10-01,male,50_59,270.03699181050274
2013-11-01,male,50_59,236.03945534537348
2013-12-01,male,50_59,214.11381136690633
2014-01-01,male,50_59,260.37209351933564
2014-02-01,male,50_59,237.85288545362704
2014-03-01,male,50_59,286.5859082244525
2014-04-01,male,50_59,291.63238296505176
2014-05-01,male,50_59,264.87130510493944
2014-06-01,male,50_59,237.43971579786435
2014-07-01,male,50_59,258.03741459398793
2014-08-01,male,50_59,266.00662294124817
2014-09-01,male,50_59,248.59060924188887
2014-10-01,male,50_59,280.9733373540771
2014-11-01,male,50_59,228.92774353413543
2014-12-01,male,50_59,219.8241217499846
2015-01-01,male,50_59,268.6772632738071
2015-02-01,male,50_59,219.84541453173634
2015-03-01,male,50_59,278.5385735705825
2015-04-01,male,50_59,249.87221474464067
2015-05-01,male,50_59,282.0139200427119
2015-06-01,male,50_59,207.13940593880866
2015-07-01,male,50_59,251.88812951478866
2015-08-01,male,50_59,227.88187543345487
2015-09-01,male,50_59,208.83066364967547
2015-10-01,male,50_59,260.86134468254295
2015-11-01,male,50_59,242.40493715616674
2015-12-01,male,50_59,224.33863749484354
2016-01-01,male,50_59,233.54971834308813
2016-02-01,male,50_59,233.32441647058403
2016-03-01,male,50_59,266.9297346403229
2016-04-01,male,50_59,214.25057435285538
2016-05-01,male,50_59,233.50719409184396
2016-06-01,male,50_59,246.98259477696539
2016-07-01,male,50_59,205.5931900561939
2016-08-01,male,50_59,187.30479431314131
2016-09-01,male,50_59,196.06246613412827
2016-10-01,male,50_59,229.32862660661885
2016-11-01,male,50_59,209.93297361411157
2016-12-01,male,50_59,183.10537009114464
2017-01-01,male,50_59,237.36136764283629
2017-02-01,male,50_59,193.46101213535854
2017-03-01,male,50_59,250.06487731775147
2017-04-01,male,50_59,215.79204376008795
2017-05-01,male,50_59,255.06882356430336
2017-06-01,male,50_59,213.4062426382303
2017-07-01,male,50_59,221.59556509829707
2017-08-01,male,50_59,206.910850360218
2017-09-01,male,50_59,211.34974491471834
2017-10-01,male,50_59,196.42250948690574
2017-11-01,male,50_59,195.51007633210807
2017-12-01,male,50_59,204.6551813962711
2018-01-01,male,50_59,200.5942179750529
2018-02-01,male,50_59,208.35520667668666
2018-03-01,male,50_59,289.19430215018036
2018-04-01,male,50_59,208.15948196717292
2018-05-01,male,50_59,228.87621329443792
2018-06-01,male,50_59,187.79231367085688
2018-07-01,male,50_59,207.2686989070669
2018-08-01,male,50_59,194.50502334608672
2018-09-01,male,50_59,223.28096245242372
2018-10-01,male,50_59,206.8415734668319
2018-11-01,male,50_59,186.56175350096098
2018-12-01,male,50_59,225.1915136510824
2019-01-01,male,50_59,200.57539712969856
2019-02-01,male,50_59,206.01920184776955
2019-03-01,male,50_59,253.3044144988773
2019-04-01,male,50_59,226.25498211255587
2019-05-01,male,50_59,228.08948120387797
2019-06-01,male,50_59,217.37087532895052
2019-07-01,male,50_59,213.08352234110686
2019-08-01,male,50_59,188.77229483173966
2019-09-01,male,50_59,195.68355960102627
2019-10-01,male,50_59,205.6598379739453
2019-11-01,male,50_59,211.12162864756345
2019-12-01,male,50_59,159.07200180349008
2020-01-01,male,50_59,203.87695294039096
2020-02-01,male,50_59,193.11630848670146
2020-03-01,male,50_59,224.14763000992278
2020-04-01,male,50_59,180.0861964271989
2020-05-01,male,50_59,164.7884732912859
2020-06-01,male,50_59,173.7898164322788
2020-07-01,male,50_59,184.60235571588694
2020-08-01,male,50_59,206.06141849163478
2020-09-01,male,50_59,212.4935265386188
2020-10-01,male,50_59,239.3508748880321
2020-11-01,male,50_59,214.35917136162323
2020-12-01,male,50_59,182.11269907264668
2021-01-01,male,50_59,201.18732525629076
2021-02-01,male,50_59,158.46019417475728
2021-03-01,male,50_59,212.055
2021-04-01,male,50_59,184.8258527827648
2021-05-01,male,50_59,193.87568058076226
2021-06-01,male,50_59,198.35967302452315
2009-01-01,male,60_69,357.3075959801665
2009-02-01,male,60_69,349.21723535418766
2009-03-01,male,60_69,426.21711658362506
2009-04-01,male,60_69,394.1675499629962
2009-05-01,male,60_69,398.69673745438826
2009-06-01,male,60_69,372.58030553401534
2009-07-01,male,60_69,373.1668403393683
2009-08-01,male,60_69,312.33244922385484
2009-09-01,male,60_69,345.92639231323386
2009-10-01,male,60_69,367.41338870211405
2009-11-01,male,60_69,306.925224787304
2009-12-01,male,60_69,324.21937653070347
2010-01-01,male,60_69,321.072726808896
2010-02-01,male,60_69,343.1205513537678
2010-03-01,male,60_69,433.0125700776625
2010-04-01,male,60_69,335.91441416511805
2010-05-01,male,60_69,390.8158477121746
2010-06-01,male,60_69,352.0889147542695
2010-07-01,male,60_69,374.15503409425895
2010-08-01,male,60_69,332.53963963816074
2010-09-01,male,60_69,340.8620777424222
2010-10-01,male,60_69,308.08338739325677
2010-11-01,male,60_69,366.44000013805896
2010-12-01,male,60_69,313.4029994795585
2011-01-01,male,60_69,288.4066751289277
2011-02-01,male,60_69,324.4193670173977
2011-03-01,male,60_69,355.623580866168
2011-04-01,male,60_69,383.854266822289
2011-05-01,male,60_69,434.8585990312505
2011-06-01,male,60_69,360.14876942613205
2011-07-01,male,60_69,350.4894331157061
2011-08-01,male,60_69,278.50430521063277
2011-09-01,male,60_69,308.8378281787251
2011-10-01,male,60_69,276.81016861352634
2011-11-01,male,60_69,276.5080952199795
2011-12-01,male,60_69,245.30508578842907
2012-01-01,male,60_69,288.97014932858826
2012-02-01,male,60_69,275.3728436130717
2012-03-01,male,60_69,292.2425993830094
2012-04-01,male,60_69,293.783300709509
2012-05-01,male,60_69,316.81187727833776
2012-06-01,male,60_69,310.3162467748695
2012-07-01,male,60_69,297.71986822887857
2012-08-01,male,60_69,261.3923172123054
2012-09-01,male,60_69,293.8121964743595
2012-10-01,male,60_69,307.2901820965697
2012-11-01,male,60_69,267.0003763473339
2012-12-01,male,60_69,267.41048086349747
2013-01-01,male,60_69,294.30509629706614
2013-02-01,male,60_69,240.61790565093324
2013-03-01,male,60_69,304.3084641228604
2013-04-01,male,60_69,315.33659152958654
2013-05-01,male,60_69,279.1852477295891
2013-06-01,male,60_69,286.4305862763357
2013-07-01,male,60_69,231.52001323142622
2013-08-01,male,60_69,257.4675013100332
2013-09-01,male,60_69,291.26877751599545
2013-10-01,male,60_69,270.13854395619904
2013-11-01,male,60_69,228.51118269808742
2013-12-01,male,60_69,243.550916278601
2014-01-01,male,60_69,273.6116580776222
2014-02-01,male,60_69,232.77356221907428
2014-03-01,male,60_69,264.0411494376059
2014-04-01,male,60_69,230.19397551958266
2014-05-01,male,60_69,280.26943150074567
2014-06-01,male,60_69,229.12685460754338
2014-07-01,male,60_69,255.06367404076983
2014-08-01,male,60_69,234.8642863155564
2014-09-01,male,60_69,242.39750097544157
2014-10-01,male,60_69,260.62331943022906
2014-11-01,male,60_69,250.91974678370445
2014-12-01,male,60_69,200.69039562077447
2015-01-01,male,60_69,239.76521286922429
2015-02-01,male,60_69,172.1974274888458
2015-03-01,male,60_69,270.1514350506622
2015-04-01,male,60_69,240.28421758864397
2015-05-01,male,60_69,284.49433301884625
2015-06-01,male,60_69,241.7734742427533
2015-07-01,male,60_69,231.49835423810572
2015-08-01,male,60_69,193.19221531716246
2015-09-01,male,60_69,238.13507363458947
2015-10-01,male,60_69,214.48742898885487
2015-11-01,male,60_69,215.45387523013449
2015-12-01,male,60_69,233.03518237799346
2016-01-01,male,60_69,209.44448696677878
2016-02-01,male,60_69,210.23410937276077
2016-03-01,male,60_69,250.11589295617807
2016-04-01,male,60_69,195.74808114835255
2016-05-01,male,60_69,260.6672816009498
2016-06-01,male,60_69,191.06476168149737
2016-07-01,male,60_69,205.76800546529822
2016-08-01,male,60_69,186.56075923257086
2016-09-01,male,60_69,188.65740622339604
2016-10-01,male,60_69,187.7792498329869
2016-11-01,male,60_69,202.40582298149218
2016-12-01,male,60_69,185.68042965658566
2017-01-01,male,60_69,183.14939295941818
2017-02-01,male,60_69,182.73395694955124
2017-03-01,male,60_69,236.57867906893745
2017-04-01,male,60_69,224.6626250324021
2017-05-01,male,60_69,245.91992805805143
2017-06-01,male,60_69,199.18261458691768
2017-07-01,male,60_69,183.01346318994757
2017-08-01,male,60_69,183.93050184259482
2017-09-01,male,60_69,215.8594974829638
2017-10-01,male,60_69,158.00891401716405
2017-11-01,male,60_69,155.07527265116164
2017-12-01,male,60_69,158.574874672496
2018-01-01,male,60_69,187.51202304697793
2018-02-01,male,60_69,135.67254827001412
2018-03-01,male,60_69,213.9396677243392
2018-04-01,male,60_69,189.448453591371
2018-05-01,male,60_69,180.2442445262855
2018-06-01,male,60_69,185.79787906713443
2018-07-01,male,60_69,191.87007373702602
2018-08-01,male,60_69,159.29260984019365
2018-09-01,male,60_69,167.77954390984445
2018-10-01,male,60_69,175.97961988123296
2018-11-01,male,60_69,154.73256729794656
2018-12-01,male,60_69,167.818537679464
2019-01-01,male,60_69,173.26060002627835
2019-02-01,male,60_69,163.36915670486832
2019-03-01,male,60_69,217.8539109671009
2019-04-01,male,60_69,181.69865502815586
2019-05-01,male,60_69,194.8025011852409
2019-06-01,male,60_69,154.31315489342276
2019-07-01,male,60_69,187.83945421845394
2019-08-01,male,60_69,152.14230855827702
2019-09-01,male,60_69,176.47433586857795
2019-10-01,male,60_69,151.87215031055578
2019-11-01,male,60_69,154.20013787535038
2019-12-01,male,60_69,143.73139108002948
2020-01-01,male,60_69,182.62842297769183
2020-02-01,male,60_69,154.77988022890167
2020-03-01,male,60_69,181.70718820120317
2020-04-01,male,60_69,161.01339555216816
2020-05-01,male,60_69,134.6545962074638
2020-06-01,male,60_69,147.68581881308435
2020-07-01,male,60_69,152.44055574637858
2020-08-01,male,60_69,148.51684243202513
2020-09-01,male,60_69,145.72015865695042
2020-10-01,male,60_69,164.53880773003846
2020-11-01,male,60_69,148.6396500977836
2020-12-01,male,60_69,142.77890207285066
2021-01-01,male,60_69,132.12301957129543
2021-02-01,male,60_69,138.4019417475728
2021-03-01,male,60_69,173.865
2021-04-01,male,60_69,142.63734290843806
2021-05-01,male,60_69,144.65335753176043
2021-06-01,male,60_69,126.22888283378747
2009-01-01,male,70_79,179.7619944987362
2009-02-01,male,70_79,160.5616126879358
2009-03-01,male,70_79,191.89710665607353
2009-04-01,male,70_79,207.29801722183254
2009-05-01,male,70_79,214.09497460932468
2009-06-01,male,70_79,209.11678820244114
2009-07-01,male,70_79,238.78866544268007
2009-08-01,male,70_79,193.15992177759935
2009-09-01,male,70_79,176.08885358988113
2009-10-01,male,70_79,224.42111072898732
2009-11-01,male,70_79,179.21640930390402
2009-12-01,male,70_79,157.15663425545893
2010-01-01,male,70_79,143.77053557313968
2010-02-01,male,70_79,164.39925671309067
2010-03-01,male,70_79,180.29186008627394
2010-04-01,male,70_79,172.92666619123952
2010-05-01,male,70_79,196.74689361461577
2010-06-01,male,70_79,217.3834862303545
2010-07-01,male,70_79,217.2345501663561
2010-08-01,male,70_79,213.8175440402851
2010-09-01,male,70_79,177.43412164305153
2010-10-01,male,70_79,190.0938894270114
2010-11-01,male,70_79,244.78018071587013
2010-12-01,male,70_79,167.77141585197876
2011-01-01,male,70_79,168.04990514879964
2011-02-01,male,70_79,149.79286192220528
2011-03-01,male,70_79,171.50028898023245
2011-04-01,male,70_79,200.1063655069966
2011-05-01,male,70_79,248.19757746065605
2011-06-01,male,70_79,235.83362695859546
2011-07-01,male,70_79,232.96125561483257
2011-08-01,male,70_79,200.1238962736098
2011-09-01,male,70_79,210.7673295582393
2011-10-01,male,70_79,167.0207640444788
2011-11-01,male,70_79,183.52235004727544
2011-12-01,male,70_79,123.27366544352859
2012-01-01,male,70_79,150.31718082785534
2012-02-01,male,70_79,133.60924025493563
2012-03-01,male,70_79,190.5595943778232
2012-04-01,male,70_79,199.3398930663218
2012-05-01,male,70_79,215.74590370359456
2012-06-01,male,70_79,206.94343273518598
2012-07-01,male,70_79,206.1757304476242
2012-08-01,male,70_79,184.58804965758017
2012-09-01,male,70_79,229.89967828762624
2012-10-01,male,70_79,204.25194951596697
2012-11-01,male,70_79,205.11395410378023
2012-12-01,male,70_79,143.53428260765315
2013-01-01,male,70_79,181.08931772110583
2013-02-01,male,70_79,205.4880592887402
2013-03-01,male,70_79,211.0497838910157
2013-04-01,male,70_79,178.52356282098697
2013-05-01,male,70_79,247.25801506979656
2013-06-01,male,70_79,211.80032029036423
2013-07-01,male,70_79,227.32236924362394
2013-08-01,male,70_79,187.64326271160158
2013-09-01,male,70_79,218.79442515605655
2013-10-01,male,70_79,172.44864293601057
2013-11-01,male,70_79,178.6517759253723
2013-12-01,male,70_79,163.63355397578744
2014-01-01,male,70_79,157.6625231178286
2014-02-01,male,70_79,156.77796955280945
2014-03-01,male,70_79,169.40643306258343
2014-04-01,male,70_79,182.9315357303071
2014-05-01,male,70_79,172.58049097970255
2014-06-01,male,70_79,163.90792704795714
2014-07-01,male,70_79,180.82598765092865
2014-08-01,male,70_79,190.61535448984597
2014-09-01,male,70_79,243.5208119165373
2014-10-01,male,70_79,207.38647408225424
2014-11-01,male,70_79,187.30451634152695
2014-12-01,male,70_79,161.33425051940114
2015-01-01,male,70_79,171.1339623207551
2015-02-01,male,70_79,160.0252544142231
2015-03-01,male,70_79,223.59351137911608
2015-04-01,male,70_79,203.06963324128952
2015-05-01,male,70_79,201.6141918925101
2015-06-01,male,70_79,190.76459141149473
2015-07-01,male,70_79,188.23594953789987
2015-08-01,male,70_79,185.69392314361846
2015-09-01,male,70_79,171.24175428589197
2015-10-01,male,70_79,203.2400840339213
2015-11-01,male,70_79,154.71555223175997
2015-12-01,male,70_79,156.99459668914474
2016-01-01,male,70_79,144.81228966196088
2016-02-01,male,70_79,130.28405531541054
2016-03-01,male,70_79,171.84216525865435
2016-04-01,male,70_79,155.92524389075328
2016-05-01,male,70_79,182.3230135673719
2016-06-01,male,70_79,167.48313975558585
2016-07-01,male,70_79,157.13640090016753
2016-08-01,male,70_79,156.6321802479236
2016-09-01,male,70_79,169.33588894120297
2016-10-01,male,70_79,169.62122176074465
2016-11-01,male,70_79,145.2409195478627
2016-12-01,male,70_79,127.81096670341438
2017-01-01,male,70_79,175.25175621963984
2017-02-01,male,70_79,123.67738526726501
2017-03-01,male,70_79,157.73206653564566
2017-04-01,male,70_79,170.66394463657412
2017-05-01,male,70_79,187.98476901556873
2017-06-01,male,70_79,169.46933041991298
2017-07-01,male,70_79,147.3584934904427
2017-08-01,male,70_79,158.94420127620845
2017-09-01,male,70_79,151.4692831088522
2017-10-01,male,70_79,150.89880434214462
2017-11-01,male,70_79,151.26307343612473
2017-12-01,male,70_79,102.3915819721329
2018-01-01,male,70_79,144.274582641073
2018-02-01,male,70_79,149.66026204011985
2018-03-01,male,70_79,188.37899082009253
2018-04-01,male,70_79,181.68081366152185
2018-05-01,male,70_79,160.82919945446093
2018-06-01,male,70_79,142.49847999888888
2018-07-01,male,70_79,169.9673964632115
2018-08-01,male,70_79,151.17013524732536
2018-09-01,male,70_79,162.68898569794786
2018-10-01,male,70_79,158.81349961680655
2018-11-01,male,70_79,173.69383414606824
2018-12-01,male,70_79,135.7912292842433
2019-01-01,male,70_79,131.28891794983446
2019-02-01,male,70_79,151.76623755579058
2019-03-01,male,70_79,171.0695077388452
2019-04-01,male,70_79,164.87436604215108
2019-05-01,male,70_79,175.85075358030298
2019-06-01,male,70_79,145.8217544639323
2019-07-01,male,70_79,161.85376314323335
2019-08-01,male,70_79,164.92449455996544
2019-09-01,male,70_79,174.8700282322531
2019-10-01,male,70_79,162.61161894482285
2019-11-01,male,70_79,153.81023179880233
2019-12-01,male,70_79,129.29338620527332
2020-01-01,male,70_79,158.92200026496948
2020-02-01,male,70_79,145.25218474875686
2020-03-01,male,70_79,163.1883079595827
2020-04-01,male,70_79,151.50072576408903
2020-05-01,male,70_79,164.68275203757392
2020-06-01,male,70_79,175.7096456844884
2020-07-01,male,70_79,177.38838723132386
2020-08-01,male,70_79,159.26545452966133
2020-09-01,male,70_79,159.52191560775506
2020-10-01,male,70_79,169.26250862559408
2020-11-01,male,70_79,174.6261772418594
2020-12-01,male,70_79,118.95819000096971
2021-01-01,male,70_79,131.12208760484623
2021-02-01,male,70_79,137.3990291262136
2021-03-01,male,70_79,156.78
2021-04-01,male,70_79,143.64183123877916
2021-05-01,male,70_79,155.7032667876588
2021-06-01,male,70_79,145.26339691189827
2009-01-01,male,80_99,108.21149339739492
2009-02-01,male,80_99,83.46178926442389
2009-03-01,male,80_99,113.23733672846663
2009-04-01,male,80_99,130.90301235543257
2009-05-01,male,80_99,112.62988388741458
2009-06-01,male,80_99,111.66229113591731
2009-07-01,male,80_99,118.89092718833749
2009-08-01,male,80_99,129.90873841268976
2009-09-01,male,80_99,109.84343788133002
2009-10-01,male,80_99,119.32142805635691
2009-11-01,male,80_99,89.23038717103773
2009-12-01,male,80_99,84.26600566239733
2010-01-01,male,80_99,77.98633576530113
2010-02-01,male,80_99,87.77639529605949
2010-03-01,male,80_99,105.37454205999862
2010-04-01,male,80_99,86.99825739320353
2010-05-01,male,80_99,111.59508908579427
2010-06-01,male,80_99,107.21121025502106
2010-07-01,male,80_99,127.35242763436466
2010-08-01,male,80_99,122.65704445619583
2010-09-01,male,80_99,126.78134334682571
2010-10-01,male,80_99,110.84070819496561
2010-11-01,male,80_99,91.06461134588676
2010-12-01,male,80_99,88.96901811604623
2011-01-01,male,80_99,83.1314656965136
2011-02-01,male,80_99,78.27745484988748
2011-03-01,male,80_99,88.42752760180257
2011-04-01,male,80_99,97.8631442664444
2011-05-01,male,80_99,117.91972145807611
2011-06-01,male,80_99,124.15113220384528
2011-07-01,male,80_99,132.07138028998995
2011-08-01,male,80_99,119.90895161049284
2011-09-01,male,80_99,112.38329383320811
2011-10-01,male,80_99,126.24774160924328
2011-11-01,male,80_99,106.62956965322671
2011-12-01,male,80_99,74.98582699028383
2012-01-01,male,80_99,82.70456836190606
2012-02-01,male,80_99,68.34852074035162
2012-03-01,male,80_99,116.83043475555877
2012-04-01,male,80_99,106.65785151265835
2012-05-01,male,80_99,129.10457696276592
2012-06-01,male,80_99,129.5526453060138
2012-07-01,male,80_99,108.979383245402
2012-08-01,male,80_99,130.54015158686573
2012-09-01,male,80_99,125.77352052832634
2012-10-01,male,80_99,140.5617140753139
2012-11-01,male,80_99,111.51581613414406
2012-12-01,male,80_99,96.56595899060974
2013-01-01,male,80_99,101.45254496736476
2013-02-01,male,80_99,104.99726618232825
2013-03-01,male,80_99,89.08634308428155
2013-04-01,male,80_99,125.9908638352964
2013-05-01,male,80_99,145.00513715189547
2013-06-01,male,80_99,142.73996359100587
2013-07-01,male,80_99,137.94538335555586
2013-08-01,male,80_99,113.97404247165565
2013-09-01,male,80_99,102.18736142784032
2013-10-01,male,80_99,133.45272186778115
2013-11-01,male,80_99,105.41227513957064
2013-12-01,male,80_99,86.74089268536846
2014-01-01,male,80_99,87.51814070006807
2014-02-01,male,80_99,85.55361507833915
2014-03-01,male,80_99,110.23782758905004
2014-04-01,male,80_99,113.18063214640603
2014-05-01,male,80_99,119.50856672656376
2014-06-01,male,80_99,120.39018290096689
2014-07-01,male,80_99,114.21540054278427
2014-08-01,male,80_99,125.71356998530568
2014-09-01,male,80_99,131.87278242111148
2014-10-01,male,80_99,111.19495027196507
2014-11-01,male,80_99,127.68315960062058
2014-12-01,male,80_99,117.7402062327526
2015-01-01,male,80_99,107.1963423140631
2015-02-01,male,80_99,106.45846239186629
2015-03-01,male,80_99,113.89746199232195
2015-04-01,male,80_99,97.0987312525417
2015-05-01,male,80_99,129.537577604261
2015-06-01,male,80_99,139.68539057858138
2015-07-01,male,80_99,137.3090635521452
2015-08-01,male,80_99,112.90405703695752
2015-09-01,male,80_99,123.49223233743473
2015-10-01,male,80_99,114.75538167095866
2015-11-01,male,80_99,119.85955264854789
2015-12-01,male,80_99,110.6828264370554
2016-01-01,male,80_99,72.48207685783542
2016-02-01,male,80_99,91.46385607983903
2016-03-01,male,80_99,107.82116745823645
2016-04-01,male,80_99,112.10710102199523
2016-05-01,male,80_99,118.02074656657793
2016-06-01,male,80_99,97.41712000458033
2016-07-01,male,80_99,139.21616989262458
2016-08-01,male,80_99,110.80844288218621
2016-09-01,male,80_99,115.5668498557877
2016-10-01,male,80_99,126.428174673144
2016-11-01,male,80_99,111.12197101518048
2016-12-01,male,80_99,95.38276825455856
2017-01-01,male,80_99,82.30675912756698
2017-02-01,male,80_99,102.1236687065141
2017-03-01,male,80_99,104.18755358100059
2017-04-01,male,80_99,107.43464091446779
2017-05-01,male,80_99,112.85378799870391
2017-06-01,male,80_99,133.66573111637248
2017-07-01,male,80_99,134.96725779396522
2017-08-01,male,80_99,143.25826801649222
2017-09-01,male,80_99,127.45121028141696
2017-10-01,male,80_99,90.88401511316836
2017-11-01,male,80_99,95.72124448921008
2017-12-01,male,80_99,89.52293533862016
2018-01-01,male,80_99,91.59514348217526
2018-02-01,male,80_99,108.44189349256716
2018-03-01,male,80_99,125.25917445752972
2018-04-01,male,80_99,104.68950479185523
2018-05-01,male,80_99,121.3793027883373
2018-06-01,male,80_99,139.34083163951766
2018-07-01,male,80_99,99.50891469682811
2018-08-01,male,80_99,126.70314015931915
2018-09-01,male,80_99,104.99539541408546
2018-10-01,male,80_99,118.31948489748618
2018-11-01,male,80_99,88.61474220609833
2018-12-01,male,80_99,110.65184004048336
2019-01-01,male,80_99,91.40207230220322
2019-02-01,male,80_99,92.57669434017686
2019-03-01,male,80_99,116.46383791742663
2019-04-01,male,80_99,129.77324903434996
2019-05-01,male,80_99,112.57525554133746
2019-06-01,male,80_99,113.80679784804265
2019-07-01,male,80_99,113.6871018568678
2019-08-01,male,80_99,121.76230505005826
2019-09-01,male,80_99,115.61043910510067
2019-10-01,male,80_99,109.49193448046513
2019-11-01,male,80_99,95.60820780411889
2019-12-01,male,80_99,85.39160945868224
2020-01-01,male,80_99,112.51968223052941
2020-02-01,male,80_99,77.82577515183783
2020-03-01,male,80_99,108.92636545443258
2020-04-01,male,80_99,114.32809900853603
2020-05-01,male,80_99,110.25687858131762
2020-06-01,male,80_99,109.14889648552729
2020-07-01,male,80_99,129.10504105379766
2020-08-01,male,80_99,147.3740038831868
2020-09-01,male,80_99,140.5340615642643
