date,age_group,gender_group,value
2012-11-01,40_49,male,3.542741299514561
2012-12-01,40_49,male,3.4567731361467797
2013-01-01,40_49,male,3.6112056727263258
2013-02-01,40_49,male,3.8109862581529232
2013-03-01,40_49,male,3.7182974992684033
2013-04-01,40_49,male,3.551763224193523
2013-05-01,40_49,male,3.597426389483506
2013-06-01,40_49,male,3.181914299397628
2013-07-01,40_49,male,3.3677357784573325
2013-08-01,40_49,male,3.6141440045705164
2013-09-01,40_49,male,3.3629602230647833
2013-10-01,40_49,male,3.569203549971297
2013-11-01,40_49,male,3.398316881573357
2013-12-01,40_49,male,3.3721846469533556
2014-01-01,40_49,male,3.1948625973567575
2014-02-01,40_49,male,3.1219739964532183
2014-03-01,40_49,male,3.0811032549305803
2014-04-01,40_49,male,3.255236386907168
2014-05-01,40_49,male,3.059448921103191
2014-06-01,40_49,male,3.157107226621724
2014-07-01,40_49,male,3.0618574476608122
2014-08-01,40_49,male,2.909276563920602
2014-09-01,40_49,male,3.013125011276246
2014-10-01,40_49,male,3.1696658913489326
2014-11-01,40_49,male,3.0633272891328933
2014-12-01,40_49,male,2.998511207954987
2015-01-01,40_49,male,3.029117823951527
2015-02-01,40_49,male,2.973413302142603
2015-03-01,40_49,male,3.0414811037664737
2015-04-01,40_49,male,2.829435518051389
2015-05-01,40_49,male,2.8879997894533664
2015-06-01,40_49,male,2.99954822974812
2015-07-01,40_49,male,3.080893411044479
2015-08-01,40_49,male,2.9574047821324108
2015-09-01,40_49,male,3.089130535832539
2015-10-01,40_49,male,2.9002914234796537
2015-11-01,40_49,male,2.8078524771778595
2015-12-01,40_49,male,2.786556140388199
2016-01-01,40_49,male,2.993972005917096
2016-02-01,40_49,male,2.944741911675075
2016-03-01,40_49,male,2.8595851934898806
2016-04-01,40_49,male,2.767521516496143
2016-05-01,40_49,male,2.8568620517243932
2016-06-01,40_49,male,2.7851634169951187
2016-07-01,40_49,male,2.5599655863042172
2016-08-01,40_49,male,2.872614856175184
2016-09-01,40_49,male,2.5769957945954216
2016-10-01,40_49,male,2.474560772110037
2016-11-01,40_49,male,2.6271740402221457
2016-12-01,40_49,male,2.735535076104399
2017-01-01,40_49,male,2.6115147247731736
2017-02-01,40_49,male,2.6353228670978366
2017-03-01,40_49,male,2.5602611837954194
2017-04-01,40_49,male,2.5980346852281593
2017-05-01,40_49,male,2.6218755401241784
2017-06-01,40_49,male,2.4243409628523462
2017-07-01,40_49,male,2.5505800720293035
2017-08-01,40_49,male,2.3921305158081454
2017-09-01,40_49,male,2.5776734935577763
2017-10-01,40_49,male,2.4208500011487564
2017-11-01,40_49,male,2.432477262243747
2017-12-01,40_49,male,2.4129325251598543
2018-01-01,40_49,male,2.321662130841293
2018-02-01,40_49,male,2.2670734717022483
2018-03-01,40_49,male,2.15116391333514
2018-04-01,40_49,male,2.2827746432577727
2018-05-01,40_49,male,2.089579485282311
2018-06-01,40_49,male,2.239984219018486
2018-07-01,40_49,male,2.2820755912860973
2018-08-01,40_49,male,2.0958373633236307
2018-09-01,40_49,male,2.1181846089205147
2018-10-01,40_49,male,2.235820263857292
2018-11-01,40_49,male,2.2994066527655703
2018-12-01,40_49,male,2.2613714856188696
2019-01-01,40_49,male,2.057857519666505
2019-02-01,40_49,male,2.08992278904582
2019-03-01,40_49,male,2.403783761601644
2019-04-01,40_49,male,2.2641024046269953
2019-05-01,40_49,male,2.1547701035315896
2019-06-01,40_49,male,2.1232006938862713
2019-07-01,40_49,male,2.011608676647862
2019-08-01,40_49,male,2.0406093093266424
2019-09-01,40_49,male,2.0035895079102195
2019-10-01,40_49,male,1.98948611960224
2019-11-01,40_49,male,1.8504168686439548
2019-12-01,40_49,male,1.9544528243940724
2020-01-01,40_49,male,2.07952115221477
2020-02-01,40_49,male,2.0956547862577395
2020-03-01,40_49,male,2.312272640392673
2020-04-01,40_49,male,2.355772316017657
2020-05-01,40_49,male,2.4696312147636186
2020-06-01,40_49,male,2.6764336368993438
2020-07-01,40_49,male,2.5469822219634053
2020-08-01,40_49,male,2.6756481853095266
2020-09-01,40_49,male,2.6889441663976186
2020-10-01,40_49,male,2.6923181479041265
2020-11-01,40_49,male,2.75793078252444
2020-12-01,40_49,male,2.704934426823112
2021-01-01,40_49,male,2.740679237666647
2021-02-01,40_49,male,2.742391061248543
2021-03-01,40_49,male,2.479564872194812
2021-04-01,40_49,male,2.5083493089572384
2021-05-01,40_49,male,2.5302932344784352
2021-06-01,40_49,male,2.384552453398452
2021-07-01,40_49,male,2.5351866512205095
2008-01-01,50_59,male,3.842622633304221
2008-02-01,50_59,male,3.7543197188530426
2008-03-01,50_59,male,3.600394015707352
2008-04-01,50_59,male,3.4258930119989426
2008-05-01,50_59,male,3.5345830712496187
2008-06-01,50_59,male,3.6318608577407954
2008-07-01,50_59,male,3.5616359439270884
2008-08-01,50_59,male,3.467619400971741
2008-09-01,50_59,male,3.5744545170194826
2008-10-01,50_59,male,3.6799947477178185
2008-11-01,50_59,male,3.8380231451294735
2008-12-01,50_59,male,4.231892539140829
2009-01-01,50_59,male,3.8380194576098505
2009-02-01,50_59,male,4.079610610849375
2009-03-01,50_59,male,4.273264887402874
2009-04-01,50_59,male,4.653088066343039
2009-05-01,50_59,male,4.822877043268368
2009-06-01,50_59,male,4.854138471414817
2009-07-01,50_59,male,4.962719210086636
2009-08-01,50_59,male,5.267925297270471
2009-09-01,50_59,male,5.013924111289232
2009-10-01,50_59,male,4.953086661639121
2009-11-01,50_59,male,5.119414634268065
2009-12-01,50_59,male,4.772336512788897
2010-01-01,50_59,male,4.8189425816103695
2010-02-01,50_59,male,4.986703211152453
2010-03-01,50_59,male,5.202770969710343
2010-04-01,50_59,male,5.14817192090427
2010-05-01,50_59,male,4.956248277071193
2010-06-01,50_59,male,4.873092396744002
2010-07-01,50_59,male,5.068829835434649
2010-08-01,50_59,male,5.013953327958491
2010-09-01,50_59,male,5.412704851129197
2010-10-01,50_59,male,5.340731967171842
2010-11-01,50_59,male,4.944415629782279
2010-12-01,50_59,male,4.806369994704745
2011-01-01,50_59,male,4.916267653638077
2011-02-01,50_59,male,4.561449305751196
2011-03-01,50_59,male,4.675523364042553
2011-04-01,50_59,male,4.822526653497387
2011-05-01,50_59,male,4.602647294808724
2011-06-01,50_59,male,4.654874928667367
2011-07-01,50_59,male,4.5888782048727315
2011-08-01,50_59,male,4.38546978512305
2011-09-01,50_59,male,4.161770837119958
2011-10-01,50_59,male,4.370971760898363
2011-11-01,50_59,male,4.2671178279372155
2011-12-01,50_59,male,4.362081354469621
2012-01-01,50_59,male,4.446485479768543
2012-02-01,50_59,male,4.500524139166273
2012-03-01,50_59,male,4.368802897911227
2012-04-01,50_59,male,4.223430270488428
2012-05-01,50_59,male,4.178889510989462
2012-06-01,50_59,male,4.224002143016725
2012-07-01,50_59,male,3.960949386499159
2012-08-01,50_59,male,3.9876654926562605
2012-09-01,50_59,male,4.010460557083105
2012-10-01,50_59,male,3.6696629871554967
2012-11-01,50_59,male,3.99743483290195
2012-12-01,50_59,male,4.1587325947506475
2013-01-01,50_59,male,4.119443528413996
2013-02-01,50_59,male,4.024654453297616
2013-03-01,50_59,male,3.9160948686502857
2013-04-01,50_59,male,3.784424789570879
2013-05-01,50_59,male,3.9942544006800373
2013-06-01,50_59,male,3.8066114102821094
2013-07-01,50_59,male,3.950876769474136
2013-08-01,50_59,male,3.9479246815211257
2013-09-01,50_59,male,3.799112806725072
2013-10-01,50_59,male,3.9902364222901
2013-11-01,50_59,male,3.7246137132701653
2013-12-01,50_59,male,3.34813666039745
2014-01-01,50_59,male,3.270640593731552
2014-02-01,50_59,male,3.232901749365673
2014-03-01,50_59,male,3.2871225889011004
2014-04-01,50_59,male,3.4852066287615235
2014-05-01,50_59,male,3.262054633506408
2014-06-01,50_59,male,3.383542557373639
2014-07-01,50_59,male,3.417523542152934
2014-08-01,50_59,male,3.241231250218766
2014-09-01,50_59,male,3.367950083027887
2014-10-01,50_59,male,3.4091949890487196
2014-11-01,50_59,male,3.3177642152026157
2014-12-01,50_59,male,3.336979248753314
2015-01-01,50_59,male,3.331628553140331
2015-02-01,50_59,male,3.2905351033539683
2015-03-01,50_59,male,3.3494577268066825
2015-04-01,50_59,male,3.194417753924928
2015-05-01,50_59,male,3.2436616401080296
2015-06-01,50_59,male,3.2450540760965674
2015-07-01,50_59,male,3.1596138451269775
2015-08-01,50_59,male,3.244565398206909
2015-09-01,50_59,male,3.15770333176597
2015-10-01,50_59,male,3.0888248160488483
2015-11-01,50_59,male,3.054278795346798
2015-12-01,50_59,male,3.1768462185561734
2016-01-01,50_59,male,3.2716639853026095
2016-02-01,50_59,male,3.353199220994624
2016-03-01,50_59,male,3.164673765780441
2016-04-01,50_59,male,3.101794794950985
2016-05-01,50_59,male,2.9155384891468237
2016-06-01,50_59,male,2.896631116702905
2016-07-01,50_59,male,2.8340549286265073
2016-08-01,50_59,male,3.0328625080627147
2016-09-01,50_59,male,2.7941724395643024
2016-10-01,50_59,male,2.6430914169007247
2016-11-01,50_59,male,2.8042018534005773
2016-12-01,50_59,male,2.814732345529103
2017-01-01,50_59,male,2.741192176307163
2017-02-01,50_59,male,2.7190714633708337
2017-03-01,50_59,male,2.700115934582023
2017-04-01,50_59,male,2.5496831699441382
2017-05-01,50_59,male,3.1052417657840974
2017-06-01,50_59,male,2.750317835752494
2017-07-01,50_59,male,2.662645054324617
2017-08-01,50_59,male,2.45668719375386
2017-09-01,50_59,male,2.721247519001122
2017-10-01,50_59,male,2.675870006945358
2017-11-01,50_59,male,2.5906824368389967
2017-12-01,50_59,male,2.510419543112338
2018-01-01,50_59,male,2.475555048745932
2018-02-01,50_59,male,2.3470985407973313
2018-03-01,50_59,male,2.277593605719381
2018-04-01,50_59,male,2.4407562147470974
2018-05-01,50_59,male,1.9630137153379623
2018-06-01,50_59,male,2.2732805712469957
2018-07-01,50_59,male,2.4509141420913
2018-08-01,50_59,male,2.3516984412660897
2018-09-01,50_59,male,2.1716270933877246
2018-10-01,50_59,male,2.3372493871044373
2018-11-01,50_59,male,2.336191464752223
2018-12-01,50_59,male,2.3315745962115386
2019-01-01,50_59,male,2.190108592936955
2019-02-01,50_59,male,2.16730075496295
2019-03-01,50_59,male,2.3280247328343404
2019-04-01,50_59,male,2.3482005557511387
2019-05-01,50_59,male,2.1190183305353436
2019-06-01,50_59,male,2.179080748997854
2019-07-01,50_59,male,2.1500920607753584
2019-08-01,50_59,male,2.1955856413988073
2019-09-01,50_59,male,2.175551418181319
2019-10-01,50_59,male,2.096082917112047
2019-11-01,50_59,male,1.9660427104031657
2019-12-01,50_59,male,2.0385340868372164
2020-01-01,50_59,male,2.2498102521650405
2020-02-01,50_59,male,2.327490909079579
2020-03-01,50_59,male,2.540608535910813
2020-04-01,50_59,male,2.2962355077626038
2020-05-01,50_59,male,2.564304940473221
2020-06-01,50_59,male,2.752124045502089
2020-07-01,50_59,male,2.660887369341509
2020-08-01,50_59,male,2.6849889377575358
2020-09-01,50_59,male,2.7784758417036
2020-10-01,50_59,male,2.8118930943038922
2020-11-01,50_59,male,2.9512728977533773
2020-12-01,50_59,male,2.9492899052628383
2021-01-01,50_59,male,2.905872567303105
2021-02-01,50_59,male,2.9277400994562224
2021-03-01,50_59,male,2.755073373823487
2021-04-01,50_59,male,2.9544150430343494
2021-05-01,50_59,male,2.989822520362795
2021-06-01,50_59,male,2.827145201054974
2021-07-01,50_59,male,2.9314565552591403
2008-01-01,60_69,male,3.728581619934186
2008-02-01,60_69,male,3.782811350234455
2008-03-01,60_69,male,3.67355293593959
2008-04-01,60_69,male,3.346465631985636
2008-05-01,60_69,male,3.5637787100818894
2008-06-01,60_69,male,3.430601262080373
2008-07-01,60_69,male,3.290767363748726
2008-08-01,60_69,male,3.3028409440441937
2008-09-01,60_69,male,3.212029954251246
2008-10-01,60_69,male,3.3787967013506606
2008-11-01,60_69,male,3.5602027054851026
2008-12-01,60_69,male,3.795200083452248
2009-01-01,60_69,male,3.501014381886756
2009-02-01,60_69,male,3.6498601986422403
2009-03-01,60_69,male,3.9599299622067208
2009-04-01,60_69,male,4.28477948317253
2009-05-01,60_69,male,4.114950705849662
2009-06-01,60_69,male,4.623659531070357
2009-07-01,60_69,male,4.6947097524403345
2009-08-01,60_69,male,4.850110571696941
2009-09-01,60_69,male,4.958101042519632
2009-10-01,60_69,male,4.639346992787009
2009-11-01,60_69,male,4.822122865145166
2009-12-01,60_69,male,4.577534173844187
2010-01-01,60_69,male,4.724761877080647
2010-02-01,60_69,male,4.555199282988162
2010-03-01,60_69,male,4.389191447844514
2010-04-01,60_69,male,4.742543249722436
2010-05-01,60_69,male,4.824113790263055
2010-06-01,60_69,male,4.546836278575437
2010-07-01,60_69,male,4.806059205644138
2010-08-01,60_69,male,4.692176607071286
2010-09-01,60_69,male,4.854922566945183
2010-10-01,60_69,male,4.970290356959162
2010-11-01,60_69,male,4.564308967069756
2010-12-01,60_69,male,4.552005720026277
2011-01-01,60_69,male,4.579047581992793
2011-02-01,60_69,male,4.434304310739379
2011-03-01,60_69,male,4.567427384351603
2011-04-01,60_69,male,4.579528653262968
2011-05-01,60_69,male,4.269808618485578
2011-06-01,60_69,male,4.01418260237412
2011-07-01,60_69,male,4.177873700495573
2011-08-01,60_69,male,4.0387123623975345
2011-09-01,60_69,male,3.863570843554514
2011-10-01,60_69,male,4.145622112886621
2011-11-01,60_69,male,3.7373528002415313
2011-12-01,60_69,male,3.8056516878189157
2012-01-01,60_69,male,4.216881263446632
2012-02-01,60_69,male,4.292210207467408
2012-03-01,60_69,male,4.259619368341489
2012-04-01,60_69,male,3.8826456671077154
2012-05-01,60_69,male,3.964412209276651
2012-06-01,60_69,male,3.796051969205133
2012-07-01,60_69,male,3.5225100596589645
2012-08-01,60_69,male,3.4780352972480744
2012-09-01,60_69,male,3.6086887347273544
2012-10-01,60_69,male,3.373078346706231
2012-11-01,60_69,male,3.8088546282409825
2012-12-01,60_69,male,4.259437675316615
2013-01-01,60_69,male,3.8253653734986295
2013-02-01,60_69,male,3.587521143371572
2013-03-01,60_69,male,3.4656983018383767
2013-04-01,60_69,male,3.3980743436181506
2013-05-01,60_69,male,3.544706099911622
2013-06-01,60_69,male,3.891999895778076
2013-07-01,60_69,male,3.7410179745542442
2013-08-01,60_69,male,3.8172584938830556
2013-09-01,60_69,male,3.6576761531512707
2013-10-01,60_69,male,3.647132618174535
2013-11-01,60_69,male,3.617131472532557
2013-12-01,60_69,male,3.0293515825557864
2014-01-01,60_69,male,3.252652909875876
2014-02-01,60_69,male,3.0698743879583903
2014-03-01,60_69,male,3.222777126772431
2014-04-01,60_69,male,3.303853517378474
2014-05-01,60_69,male,3.130107611242746
2014-06-01,60_69,male,3.141973325235878
2014-07-01,60_69,male,3.407514884450303
2014-08-01,60_69,male,3.325907668446921
2014-09-01,60_69,male,3.1599121101606245
2014-10-01,60_69,male,3.2114714267328197
2014-11-01,60_69,male,3.131575660933858
2014-12-01,60_69,male,3.232463076314017
2015-01-01,60_69,male,3.063110690630295
2015-02-01,60_69,male,3.1624548226364877
2015-03-01,60_69,male,3.1299902365404306
2015-04-01,60_69,male,3.215348150649127
2015-05-01,60_69,male,3.147604380067996
2015-06-01,60_69,male,3.106813374192065
2015-07-01,60_69,male,2.8571549963002707
2015-08-01,60_69,male,2.9935299530997033
2015-09-01,60_69,male,3.0685623284962764
2015-10-01,60_69,male,3.0252498558522536
2015-11-01,60_69,male,2.894288385383106
2015-12-01,60_69,male,2.9416250748849535
2016-01-01,60_69,male,2.887043294377912
2016-02-01,60_69,male,3.3668934747667856
2016-03-01,60_69,male,3.2251824764436945
2016-04-01,60_69,male,3.0499497660818693
2016-05-01,60_69,male,2.941973544560705
2016-06-01,60_69,male,2.775892840806946
2016-07-01,60_69,male,2.9872880224854303
2016-08-01,60_69,male,2.930829795851108
2016-09-01,60_69,male,2.9855703980962045
2016-10-01,60_69,male,2.6742516382538435
2016-11-01,60_69,male,2.722501021609271
2016-12-01,60_69,male,2.8013214028698985
2017-01-01,60_69,male,3.0193851924573596
2017-02-01,60_69,male,2.5242131046831275
2017-03-01,60_69,male,2.629153430563841
2017-04-01,60_69,male,2.391881430753369
2017-05-01,60_69,male,2.825402799438394
2017-06-01,60_69,male,2.7232728329266096
2017-07-01,60_69,male,2.4246607964710862
2017-08-01,60_69,male,2.4126975504075374
2017-09-01,60_69,male,2.407778149397352
2017-10-01,60_69,male,2.6363492467809024
2017-11-01,60_69,male,2.59007377334881
2017-12-01,60_69,male,2.5378628902568465
2018-01-01,60_69,male,2.071711788433596
2018-02-01,60_69,male,2.284783563505565
2018-03-01,60_69,male,2.125983712374432
2018-04-01,60_69,male,2.487489912458683
2018-05-01,60_69,male,2.1499351186806503
2018-06-01,60_69,male,2.2280725379652955
2018-07-01,60_69,male,2.3722778411406247
2018-08-01,60_69,male,2.2858977039062696
2018-09-01,60_69,male,2.122115412735304
2018-10-01,60_69,male,2.2674492374467152
2018-11-01,60_69,male,2.3726438341919964
2018-12-01,60_69,male,2.3253894443153222
2019-01-01,60_69,male,2.5229932770642822
2019-02-01,60_69,male,2.2027878934779332
2019-03-01,60_69,male,2.1986038664724834
2019-04-01,60_69,male,2.103286799527289
2019-05-01,60_69,male,1.8843292378128522
2019-06-01,60_69,male,2.0895316726692563
2019-07-01,60_69,male,2.377087420097017
2019-08-01,60_69,male,2.3255361203195895
2019-09-01,60_69,male,2.1827136431019523
2019-10-01,60_69,male,1.9319755442152413
2019-11-01,60_69,male,2.054445387246945
2019-12-01,60_69,male,2.1697232370895345
2020-01-01,60_69,male,2.2176506840426624
2020-02-01,60_69,male,2.526709098555352
2020-03-01,60_69,male,2.5162135245942068
2020-04-01,60_69,male,2.3590220057499396
2020-05-01,60_69,male,2.723528862292783
2020-06-01,60_69,male,2.7131748425113917
2020-07-01,60_69,male,2.5332493543286736
2020-08-01,60_69,male,2.5621241796343948
2020-09-01,60_69,male,2.7800261221442786
2020-10-01,60_69,male,2.9017524607049574
2020-11-01,60_69,male,2.8010723000505235
2020-12-01,60_69,male,2.7779373342407356
2021-01-01,60_69,male,2.7671492243595566
2021-02-01,60_69,male,2.694647496567473
2021-03-01,60_69,male,2.77175557463325
2021-04-01,60_69,male,2.9154746117354886
2021-05-01,60_69,male,2.841574354536858
2021-06-01,60_69,male,2.7842670782020047
2021-07-01,60_69,male,2.8076260640485664
2008-01-01,70_79,male,0.0
2008-02-01,70_79,male,0.0
2008-03-01,70_79,male,0.0
2008-04-01,70_79,male,0.0
2008-05-01,70_79,male,0.0
2008-06-01,70_79,male,0.0
2008-07-01,70_79,male,0.0
2008-08-01,70_79,male,0.0
2008-09-01,70_79,male,0.0
2008-10-01,70_79,male,0.0
2008-11-01,70_79,male,0.0
2008-12-01,70_79,male,0.0
2009-01-01,70_79,male,0.0
2009-02-01,70_79,male,0.0
2009-03-01,70_79,male,0.0
2009-04-01,70_79,male,0.0
2009-05-01,70_79,male,0.0
2009-06-01,70_79,male,0.0
2009-07-01,70_79,male,0.0
2009-08-01,70_79,male,0.0
2009-09-01,70_79,male,0.0
2009-10-01,70_79,male,0.0
2009-11-01,70_79,male,0.0
2009-12-01,70_79,male,0.0
2010-01-01,70_79,male,0.0
2010-02-01,70_79,male,0.0
2010-03-01,70_79,male,0.0
2010-04-01,70_79,male,0.0
2010-05-01,70_79,male,0.0
2010-06-01,70_79,male,0.0
2010-07-01,70_79,male,0.0
2010-08-01,70_79,male,0.0
2010-09-01,70_79,male,0.0
2010-10-01,70_79,male,0.0
2010-11-01,70_79,male,0.0
2010-12-01,70_79,male,0.0
2011-01-01,70_79,male,0.0
2011-02-01,70_79,male,0.0
2011-03-01,70_79,male,0.0
2011-04-01,70_79,male,0.0
2011-05-01,70_79,male,0.0
2011-06-01,70_79,male,0.0
2011-07-01,70_79,male,0.0
2011-08-01,70_79,male,0.0
2011-09-01,70_79,male,0.0
2011-10-01,70_79,male,0.0
2011-11-01,70_79,male,0.0
2011-12-01,70_79,male,0.0
2012-01-01,70_79,male,0.0
2012-02-01,70_79,male,0.0
2012-03-01,70_79,male,0.0
2012-04-01,70_79,male,0.0
2012-05-01,70_79,male,0.0
2012-06-01,70_79,male,0.0
2012-07-01,70_79,male,0.0
2012-08-01,70_79,male,0.0
2012-09-01,70_79,male,0.0
2012-10-01,70_79,male,0.0
2012-11-01,70_79,male,0.0
2012-12-01,70_79,male,0.0
2013-01-01,70_79,male,0.0
2013-02-01,70_79,male,0.0
2013-03-01,70_79,male,0.0
2013-04-01,70_79,male,0.0
2013-05-01,70_79,male,0.0
2013-06-01,70_79,male,0.0
2013-07-01,70_79,male,0.0
2013-08-01,70_79,male,0.0
2013-09-01,70_79,male,0.0
2013-10-01,70_79,male,0.0
2013-11-01,70_79,male,0.0
2013-12-01,70_79,male,0.0
2014-01-01,70_79,male,0.0
2014-02-01,70_79,male,0.0
2014-03-01,70_79,male,0.0
2014-04-01,70_79,male,0.0
2014-05-01,70_79,male,0.0
2014-06-01,70_79,male,0.0
2014-07-01,70_79,male,0.0
2014-08-01,70_79,male,0.0
2014-09-01,70_79,male,0.0
2014-10-01,70_79,male,0.0
2014-11-01,70_79,male,0.0
2014-12-01,70_79,male,0.0
2015-01-01,70_79,male,0.0
2015-02-01,70_79,male,0.0
2015-03-01,70_79,male,0.0
2015-04-01,70_79,male,0.0
2015-05-01,70_79,male,0.0
2015-06-01,70_79,male,0.0
2015-07-01,70_79,male,0.0
2015-08-01,70_79,male,0.0
2015-09-01,70_79,male,0.0
2015-10-01,70_79,male,0.0
2015-11-01,70_79,male,0.0
2015-12-01,70_79,male,0.0
2016-01-01,70_79,male,0.0
2016-02-01,70_79,male,0.0
2016-03-01,70_79,male,0.0
2016-04-01,70_79,male,0.0
2016-05-01,70_79,male,0.0
2016-06-01,70_79,male,0.0
2016-07-01,70_79,male,0.0
2016-08-01,70_79,male,0.0
2016-09-01,70_79,male,0.0
2016-10-01,70_79,male,0.0
2016-11-01,70_79,male,0.0
2016-12-01,70_79,male,0.0
2017-01-01,70_79,male,0.0
2017-02-01,70_79,male,0.0
2017-03-01,70_79,male,0.0
2017-04-01,70_79,male,0.0
2017-05-01,70_79,male,0.0
2017-06-01,70_79,male,0.0
2017-07-01,70_79,male,0.0
2017-08-01,70_79,male,0.0
2017-09-01,70_79,male,0.0
2017-10-01,70_79,male,0.0
2017-11-01,70_79,male,0.0
2017-12-01,70_79,male,0.0
2018-01-01,70_79,male,0.0
2018-02-01,70_79,male,0.0
2018-03-01,70_79,male,0.0
2018-04-01,70_79,male,0.0
2018-05-01,70_79,male,0.0
2018-06-01,70_79,male,0.0
2018-07-01,70_79,male,0.0
2018-08-01,70_79,male,0.0
2018-09-01,70_79,male,0.0
2018-10-01,70_79,male,0.0
2018-11-01,70_79,male,0.0
2018-12-01,70_79,male,0.0
2019-01-01,70_79,male,0.0
2019-02-01,70_79,male,0.0
2019-03-01,70_79,male,0.0
2019-04-01,70_79,male,0.0
2019-05-01,70_79,male,0.0
2019-06-01,70_79,male,0.0
2019-07-01,70_79,male,0.0
2019-08-01,70_79,male,0.0
2019-09-01,70_79,male,0.0
2019-10-01,70_79,male,0.0
2019-11-01,70_79,male,0.0
2019-12-01,70_79,male,0.0
2020-01-01,70_79,male,0.0
2020-02-01,70_79,male,0.0
2020-03-01,70_79,male,0.0
2020-04-01,70_79,male,0.0
2020-05-01,70_79,male,0.0
2020-06-01,70_79,male,0.0
2020-07-01,70_79,male,0.0
2020-08-01,70_79,male,0.0
2020-09-01,70_79,male,0.0
2020-10-01,70_79,male,0.0
2020-11-01,70_79,male,0.0
2020-12-01,70_79,male,0.0
2021-01-01,70_79,male,0.0
2021-02-01,70_79,male,0.0
2021-03-01,70_79,male,0.0
2021-04-01,70_79,male,0.0
2021-05-01,70_79,male,0.0
2021-06-01,70_79,male,0.0
2021-07-01,70_79,male,0.0
2008-01-01,80_99,male,0.0
2008-02-01,80_99,male,0.0
2008-03-01,80_99,male,0.0
2008-04-01,80_99,male,0.0
2008-05-01,80_99,male,0.0
2008-06-01,80_99,male,0.0
2008-07-01,80_99,male,0.0
2008-08-01,80_99,male,0.0
2008-09-01,80_99,male,0.0
2008-10-01,80_99,male,0.0
2008-11-01,80_99,male,0.0
2008-12-01,80_99,male,0.0
2009-01-01,80_99,male,0.0
2009-02-01,80_99,male,0.0
2009-03-01,80_99,male,0.0
2009-04-01,80_99,male,0.0
2009-05-01,80_99,male,0.0
2009-06-01,80_99,male,0.0
2009-07-01,80_99,male,0.0
2009-08-01,80_99,male,0.0
2009-09-01,80_99,male,0.0
2009-10-01,80_99,male,0.0
2009-11-01,80_99,male,0.0
2009-12-01,80_99,male,0.0
2010-01-01,80_99,male,0.0
2010-02-01,80_99,male,0.0
2010-03-01,80_99,male,0.0
2010-04-01,80_99,male,0.0
2010-05-01,80_99,male,0.0
2010-06-01,80_99,male,0.0
2010-07-01,80_99,male,0.0
2010-08-01,80_99,male,0.0
2010-09-01,80_99,male,0.0
2010-10-01,80_99,male,0.0
2010-11-01,80_99,male,0.0
2010-12-01,80_99,male,0.0
2011-01-01,80_99,male,0.0
2011-02-01,80_99,male,0.0
2011-03-01,80_99,male,0.0
2011-04-01,80_99,male,0.0
2011-05-01,80_99,male,0.0
2011-06-01,80_99,male,0.0
2011-07-01,80_99,male,0.0
2011-08-01,80_99,male,0.0
2011-09-01,80_99,male,0.0
2011-10-01,80_99,male,0.0
2011-11-01,80_99,male,0.0
2011-12-01,80_99,male,0.0
2012-01-01,80_99,male,0.0
2012-02-01,80_99,male,0.0
2012-03-01,80_99,male,0.0
2012-04-01,80_99,male,0.0
2012-05-01,80_99,male,0.0
2012-06-01,80_99,male,0.0
2012-07-01,80_99,male,0.0
2012-08-01,80_99,male,0.0
2012-09-01,80_99,male,0.0
2012-10-01,80_99,male,0.0
2012-11-01,80_99,male,0.0
2012-12-01,80_99,male,0.0
2013-01-01,80_99,male,0.0
2013-02-01,80_99,male,0.0
2013-03-01,80_99,male,0.0
2013-04-01,80_99,male,0.0
2013-05-01,80_99,male,0.0
2013-06-01,80_99,male,0.0
2013-07-01,80_99,male,0.0
2013-08-01,80_99,male,0.0
2013-09-01,80_99,male,0.0
2013-10-01,80_99,male,0.0
2013-11-01,80_99,male,0.0
2013-12-01,80_99,male,0.0
2014-01-01,80_99,male,0.0
2014-02-01,80_99,male,0.0
2014-03-01,80_99,male,0.0
2014-04-01,80_99,male,0.0
2014-05-01,80_99,male,0.0
2014-06-01,80_99,male,0.0
2014-07-01,80_99,male,0.0
2014-08-01,80_99,male,0.0
2014-09-01,80_99,male,0.0
2014-10-01,80_99,male,0.0
2014-11-01,80_99,male,0.0
2014-12-01,80_99,male,0.0
2015-01-01,80_99,male,0.0
2015-02-01,80_99,male,0.0
2015-03-01,80_99,male,0.0
2015-04-01,80_99,male,0.0
2015-05-01,80_99,male,0.0
2015-06-01,80_99,male,0.0
2015-07-01,80_99,male,0.0
2015-08-01,80_99,male,0.0
2015-09-01,80_99,male,0.0
2015-10-01,80_99,male,0.0
2015-11-01,80_99,male,0.0
2015-12-01,80_99,male,0.0
2016-01-01,80_99,male,0.0
2016-02-01,80_99,male,0.0
2016-03-01,80_99,male,0.0
2016-04-01,80_99,male,0.0
2016-05-01,80_99,male,0.0
2016-06-01,80_99,male,0.0
2016-07-01,80_99,male,0.0
2016-08-01,80_99,male,0.0
2016-09-01,80_99,male,0.0
2016-10-01,80_99,male,0.0
2016-11-01,80_99,male,0.0
2016-12-01,80_99,male,0.0
2017-01-01,80_99,male,0.0
2017-02-01,80_99,male,0.0
2017-03-01,80_99,male,0.0
2017-04-01,80_99,male,0.0
2017-05-01,80_99,male,0.0
2017-06-01,80_99,male,0.0
2017-07-01,80_99,male,0.0
