date,age_group,gender_group,value
2011-11-01,total,male,4.760259964560129
2011-12-01,total,male,4.818288611986859
2012-01-01,total,male,4.692045694933809
2012-02-01,total,male,4.737807375021906
2012-03-01,total,male,4.720715483986743
2012-04-01,total,male,4.732509447826163
2012-05-01,total,male,4.616627705575537
2012-06-01,total,male,4.54199144848748
2012-07-01,total,male,4.537878465976477
2012-08-01,total,male,4.458954433356782
2012-09-01,total,male,4.483572193870485
2012-10-01,total,male,4.329511314204918
2012-11-01,total,male,4.344406253986339
2012-12-01,total,male,4.528355384173155
2013-01-01,total,male,4.55028158460419
2013-02-01,total,male,4.6122683860321665
2013-03-01,total,male,4.531446697062911
2013-04-01,total,male,4.368902827196709
2013-05-01,total,male,4.36951567686651
2013-06-01,total,male,4.251595188429484
2013-07-01,total,male,4.2565500287365365
2013-08-01,total,male,4.404802232221363
2013-09-01,total,male,4.24299452809515
2013-10-01,total,male,4.214299807305268
2013-11-01,total,male,4.130464241319738
2013-12-01,total,male,3.8433177287701206
2014-01-01,total,male,3.830692636692779
2014-02-01,total,male,3.6774413915592556
2014-03-01,total,male,3.7688354434578817
2014-04-01,total,male,3.8462219293266595
2014-05-01,total,male,3.698142071219846
2014-06-01,total,male,3.8702576291060713
2014-07-01,total,male,3.7979386277773552
2014-08-01,total,male,3.6381119273447147
2014-09-01,total,male,3.6717190518140503
2014-10-01,total,male,3.796621200030022
2014-11-01,total,male,3.6977881466700624
2014-12-01,total,male,3.6101895164665145
2015-01-01,total,male,3.7351765310852256
2015-02-01,total,male,3.6722277281063667
2015-03-01,total,male,3.6555484336567963
2015-04-01,total,male,3.516970601733291
2015-05-01,total,male,3.5742658447738442
2015-06-01,total,male,3.5997839296676153
2015-07-01,total,male,3.510056803924352
2015-08-01,total,male,3.5057807919943884
2015-09-01,total,male,3.536614775904673
2015-10-01,total,male,3.4045808283105834
2015-11-01,total,male,3.4760022979055942
2015-12-01,total,male,3.5257196202230836
2016-01-01,total,male,3.458304751211222
2016-02-01,total,male,3.564717117178877
2016-03-01,total,male,3.4271717805829707
2016-04-01,total,male,3.467944911421747
2016-05-01,total,male,3.328679285670555
2016-06-01,total,male,3.234030563782927
2016-07-01,total,male,3.1845194690846648
2016-08-01,total,male,3.394967389399703
2016-09-01,total,male,3.3360490060178205
2016-10-01,total,male,3.226858733726651
2016-11-01,total,male,3.151280644661068
2016-12-01,total,male,3.2531559101246033
2017-01-01,total,male,3.213487918695055
2017-02-01,total,male,3.0856410635953258
2017-03-01,total,male,2.93885146489135
2017-04-01,total,male,2.856625836274995
2017-05-01,total,male,3.2196457297928043
2017-06-01,total,male,2.936121578110822
2017-07-01,total,male,3.0599816808868505
2017-08-01,total,male,2.9058947151160015
2017-09-01,total,male,2.8459950368750726
2017-10-01,total,male,2.811682079161243
2017-11-01,total,male,2.8396450652199015
2017-12-01,total,male,2.7515968715867594
2018-01-01,total,male,2.573077329219031
2018-02-01,total,male,2.6602226967983182
2018-03-01,total,male,2.619542790818604
2018-04-01,total,male,2.733413227833784
2018-05-01,total,male,2.393479346078709
2018-06-01,total,male,2.5744907614706802
2018-07-01,total,male,2.6540866232758913
2018-08-01,total,male,2.553222735747377
2018-09-01,total,male,2.424653893551726
2018-10-01,total,male,2.5409644951706483
2018-11-01,total,male,2.647235877244846
2018-12-01,total,male,2.6091466610445466
2019-01-01,total,male,2.6057426108988646
2019-02-01,total,male,2.5132528280952275
2019-03-01,total,male,2.75216803620685
2019-04-01,total,male,2.47912105172733
2019-05-01,total,male,2.4481301507407065
2019-06-01,total,male,2.5260245642989445
2019-07-01,total,male,2.3914212344546524
2019-08-01,total,male,2.398119277717781
2019-09-01,total,male,2.502768987492332
2019-10-01,total,male,2.3565359426544066
2019-11-01,total,male,2.3435980987801805
2019-12-01,total,male,2.4615784969117915
2020-01-01,total,male,2.52474147871277
2020-02-01,total,male,2.661005171476867
2020-03-01,total,male,2.7936045806814898
2020-04-01,total,male,2.825345198367478
2020-05-01,total,male,3.0044743163277987
2020-06-01,total,male,3.091394157875342
2020-07-01,total,male,3.0358985150105307
2020-08-01,total,male,3.143455268380543
2020-09-01,total,male,3.1721571075857673
2020-10-01,total,male,3.268597025579593
2020-11-01,total,male,3.2461063536023578
2020-12-01,total,male,3.217595124886612
2021-01-01,total,male,3.2394038747389544
2021-02-01,total,male,3.2055829326057736
2021-03-01,total,male,3.047534250856982
2021-04-01,total,male,3.174116362464225
2021-05-01,total,male,3.1507451604597265
2021-06-01,total,male,3.0618102769030893
2021-07-01,total,male,3.183724898747154
2008-01-01,0_19,male,1.9537128239773105
2008-02-01,0_19,male,1.811626974528982
2008-03-01,0_19,male,1.6922850792154915
2008-04-01,0_19,male,1.988684181819206
2008-05-01,0_19,male,1.936175529901075
2008-06-01,0_19,male,1.8335997740989385
2008-07-01,0_19,male,1.794944966143925
2008-08-01,0_19,male,2.124702999829821
2008-09-01,0_19,male,2.076743897202369
2008-10-01,0_19,male,1.987075201573587
2008-11-01,0_19,male,2.005841072592315
2008-12-01,0_19,male,2.0958302895290775
2009-01-01,0_19,male,2.025275687186824
2009-02-01,0_19,male,2.2445403779135518
2009-03-01,0_19,male,2.4015239513355415
2009-04-01,0_19,male,2.3427925533250846
2009-05-01,0_19,male,2.31021771209994
2009-06-01,0_19,male,2.3325853799828273
2009-07-01,0_19,male,2.8730151161847233
2009-08-01,0_19,male,2.5198898731253534
2009-09-01,0_19,male,2.729243243490653
2009-10-01,0_19,male,2.7597851819048436
2009-11-01,0_19,male,2.7194021923470086
2009-12-01,0_19,male,2.749118218152229
2010-01-01,0_19,male,2.737418797345034
2010-02-01,0_19,male,2.8276404971064553
2010-03-01,0_19,male,2.9485511759670846
2010-04-01,0_19,male,2.46245300624882
2010-05-01,0_19,male,2.815094220459942
2010-06-01,0_19,male,3.1781858012750273
2010-07-01,0_19,male,2.490237403679516
2010-08-01,0_19,male,2.3803488759709786
2010-09-01,0_19,male,2.332699991213817
2010-10-01,0_19,male,2.484611161376152
2010-11-01,0_19,male,2.5969003923273246
2010-12-01,0_19,male,2.4370389623692033
2011-01-01,0_19,male,2.3010208657708877
2011-02-01,0_19,male,2.262079522239743
2011-03-01,0_19,male,2.290290408675171
2011-04-01,0_19,male,2.477637583251503
2011-05-01,0_19,male,2.3363669294680447
2011-06-01,0_19,male,2.2377831957073013
2011-07-01,0_19,male,2.227827057831216
2011-08-01,0_19,male,2.427140205594396
2011-09-01,0_19,male,2.241489237086269
2011-10-01,0_19,male,2.439596583497805
2011-11-01,0_19,male,2.4817444101817703
2011-12-01,0_19,male,2.532161170096019
2012-01-01,0_19,male,2.4205378060834772
2012-02-01,0_19,male,2.5423625285150813
2012-03-01,0_19,male,2.492704572475325
2012-04-01,0_19,male,2.374090949459183
2012-05-01,0_19,male,2.273135933745629
2012-06-01,0_19,male,1.9537503341714435
2012-07-01,0_19,male,2.305854235644115
2012-08-01,0_19,male,2.256493335484826
2012-09-01,0_19,male,2.012702589466883
2012-10-01,0_19,male,2.0463645265162147
2012-11-01,0_19,male,1.9992234187631466
2012-12-01,0_19,male,1.999106334769933
2013-01-01,0_19,male,2.0551349716919836
2013-02-01,0_19,male,1.8723610181024262
2013-03-01,0_19,male,1.8293456963811727
2013-04-01,0_19,male,2.054987914453441
2013-05-01,0_19,male,1.8835659583547846
2013-06-01,0_19,male,1.8684881044225368
2013-07-01,0_19,male,1.8549029240558488
2013-08-01,0_19,male,1.9130360814171898
2013-09-01,0_19,male,2.2515079262359667
2013-10-01,0_19,male,1.9446943725572603
2013-11-01,0_19,male,1.7974877424257594
2013-12-01,0_19,male,1.7049841408628423
2014-01-01,0_19,male,1.7576688520718973
2014-02-01,0_19,male,1.7483075531728498
2014-03-01,0_19,male,1.9278205507071375
2014-04-01,0_19,male,1.8947415410443649
2014-05-01,0_19,male,1.8996911435354904
2014-06-01,0_19,male,2.0438899881474204
2014-07-01,0_19,male,1.8385872026263859
2014-08-01,0_19,male,1.5607062722838743
2014-09-01,0_19,male,1.4449471785710655
2014-10-01,0_19,male,1.5956388782815167
2014-11-01,0_19,male,1.7382769997375178
2014-12-01,0_19,male,1.7238958941356906
2015-01-01,0_19,male,1.6932490438269816
2015-02-01,0_19,male,1.640503740176463
2015-03-01,0_19,male,1.4416966791531385
2015-04-01,0_19,male,1.372011759070154
2015-05-01,0_19,male,1.457425100674014
2015-06-01,0_19,male,1.4834448057705054
2015-07-01,0_19,male,1.4112540851592112
2015-08-01,0_19,male,1.554134838551284
2015-09-01,0_19,male,1.4749601170337998
2015-10-01,0_19,male,1.4483208203011837
2015-11-01,0_19,male,1.473492314634641
2015-12-01,0_19,male,1.504009099792155
2016-01-01,0_19,male,1.4780530087567962
2016-02-01,0_19,male,1.5650247257630066
2016-03-01,0_19,male,1.6127146979942095
2016-04-01,0_19,male,1.418500550467022
2016-05-01,0_19,male,1.3957930453393588
2016-06-01,0_19,male,1.3151965586394008
2016-07-01,0_19,male,1.405098431208051
2016-08-01,0_19,male,1.406268795468553
2016-09-01,0_19,male,1.4577593224740188
2016-10-01,0_19,male,1.4220262130549157
2016-11-01,0_19,male,1.3210412232604343
2016-12-01,0_19,male,1.352156522086433
2017-01-01,0_19,male,1.3950529290531712
2017-02-01,0_19,male,1.0917685263894015
2017-03-01,0_19,male,1.0333140175203686
2017-04-01,0_19,male,1.2728513663284162
2017-05-01,0_19,male,1.289719707374913
2017-06-01,0_19,male,1.2713670033931521
2017-07-01,0_19,male,1.3068507594013388
2017-08-01,0_19,male,1.2193112961631225
2017-09-01,0_19,male,1.2246713172997967
2017-10-01,0_19,male,1.203532096114562
2017-11-01,0_19,male,1.089177484280174
2017-12-01,0_19,male,1.0441986554617189
2018-01-01,0_19,male,0.9686193259977908
2018-02-01,0_19,male,1.2163961482786345
2018-03-01,0_19,male,1.2004961932085487
2018-04-01,0_19,male,1.0271774523032586
2018-05-01,0_19,male,0.9232475157311033
2018-06-01,0_19,male,1.0078826547130502
2018-07-01,0_19,male,1.0515592455514151
2018-08-01,0_19,male,1.0666775522262475
2018-09-01,0_19,male,0.902208053664033
2018-10-01,0_19,male,0.8937531946217507
2018-11-01,0_19,male,1.0934045422973213
2018-12-01,0_19,male,0.9827715046177476
2019-01-01,0_19,male,0.9494431676513226
2019-02-01,0_19,male,0.9492866800555417
2019-03-01,0_19,male,1.0676485748311233
2019-04-01,0_19,male,0.9329049826962678
2019-05-01,0_19,male,1.0374320201935707
2019-06-01,0_19,male,1.0145477537046959
2019-07-01,0_19,male,0.7891586332126715
2019-08-01,0_19,male,0.9663071556496803
2019-09-01,0_19,male,1.3132681096608512
2019-10-01,0_19,male,1.0638886199561683
2019-11-01,0_19,male,1.0198646846099937
2019-12-01,0_19,male,0.9529088698935237
2020-01-01,0_19,male,1.0109496421254356
2020-02-01,0_19,male,1.1867003733294113
2020-03-01,0_19,male,1.0225274975639276
2020-04-01,0_19,male,1.3495979406355674
2020-05-01,0_19,male,1.4438369674145315
2020-06-01,0_19,male,1.3013086609525324
2020-07-01,0_19,male,1.3536557747785178
2020-08-01,0_19,male,1.320511085836191
2020-09-01,0_19,male,1.1499660144716481
2020-10-01,0_19,male,1.3558586029518223
2020-11-01,0_19,male,1.3238635628351931
2020-12-01,0_19,male,1.4415435307189328
2021-01-01,0_19,male,1.437046691978551
2021-02-01,0_19,male,1.2774714905576587
2021-03-01,0_19,male,1.360358332902099
2021-04-01,0_19,male,1.2135607247092186
2021-05-01,0_19,male,1.1250158002491637
2021-06-01,0_19,male,1.2398999834216615
2021-07-01,0_19,male,1.30874608540277
2008-01-01,20_29,male,6.422836975787699
2008-02-01,20_29,male,6.183906505540843
2008-03-01,20_29,male,5.905258860879419
2008-04-01,20_29,male,6.510241495057112
2008-05-01,20_29,male,6.36471081860322
2008-06-01,20_29,male,6.045822985053627
2008-07-01,20_29,male,5.998560311954574
2008-08-01,20_29,male,6.766665284561989
2008-09-01,20_29,male,6.628711708682895
2008-10-01,20_29,male,6.62028199527566
2008-11-01,20_29,male,6.670052521547197
2008-12-01,20_29,male,7.038690401874863
2009-01-01,20_29,male,6.910499615681299
2009-02-01,20_29,male,7.336698488028403
2009-03-01,20_29,male,7.7854351905658215
2009-04-01,20_29,male,7.828328625559206
2009-05-01,20_29,male,7.9000490815011695
2009-06-01,20_29,male,8.20689068184019
2009-07-01,20_29,male,9.333726130952305
2009-08-01,20_29,male,8.53772353626124
2009-09-01,20_29,male,9.109025857458876
2009-10-01,20_29,male,8.906827262163013
2009-11-01,20_29,male,8.755886003856038
2009-12-01,20_29,male,8.631726069489806
2010-01-01,20_29,male,8.576715065197735
2010-02-01,20_29,male,9.028406285149032
2010-03-01,20_29,male,9.287461222214187
2010-04-01,20_29,male,8.172090989022497
2010-05-01,20_29,male,8.89534678755224
2010-06-01,20_29,male,9.608847695702586
2010-07-01,20_29,male,8.197027206550658
2010-08-01,20_29,male,8.035662595055438
2010-09-01,20_29,male,7.88418241086244
2010-10-01,20_29,male,8.250294666717775
2010-11-01,20_29,male,8.68344784877018
2010-12-01,20_29,male,8.359606157019895
2011-01-01,20_29,male,8.09567615089026
2011-02-01,20_29,male,7.542994225547069
2011-03-01,20_29,male,7.612134999771994
2011-04-01,20_29,male,8.001942844105505
2011-05-01,20_29,male,7.727224231656189
2011-06-01,20_29,male,7.461634400707868
2011-07-01,20_29,male,7.479651051406381
2011-08-01,20_29,male,7.768647402576557
2011-09-01,20_29,male,7.343427224563049
2011-10-01,20_29,male,7.910273160115232
2011-11-01,20_29,male,7.980136512043497
2011-12-01,20_29,male,8.095004500793827
2012-01-01,20_29,male,7.632610525845541
2012-02-01,20_29,male,7.899185409644291
2012-03-01,20_29,male,7.91944385029493
2012-04-01,20_29,male,7.81409523526942
2012-05-01,20_29,male,7.481189837194777
2012-06-01,20_29,male,6.8497899561321445
2012-07-01,20_29,male,7.567131724432459
2012-08-01,20_29,male,7.451914291469103
2012-09-01,20_29,male,6.997599490922109
2012-10-01,20_29,male,6.9075976536391845
2012-11-01,20_29,male,6.670377911042278
2012-12-01,20_29,male,6.779766981240179
2013-01-01,20_29,male,7.061621888475836
2013-02-01,20_29,male,6.9526208658454145
2013-03-01,20_29,male,6.851981385408813
2013-04-01,20_29,male,7.099132639870739
2013-05-01,20_29,male,6.602686707377946
2013-06-01,20_29,male,6.603212215175796
2013-07-01,20_29,male,6.4225584045461215
2013-08-01,20_29,male,6.571627366104292
2013-09-01,20_29,male,7.144360570756923
2013-10-01,20_29,male,6.555542141474109
2013-11-01,20_29,male,6.238962247857592
2013-12-01,20_29,male,5.901809061144219
2014-01-01,20_29,male,5.905329102034851
2014-02-01,20_29,male,5.87382250750386
2014-03-01,20_29,male,6.1066813134827065
2014-04-01,20_29,male,6.0846461395455815
2014-05-01,20_29,male,6.187728703409203
2014-06-01,20_29,male,6.373533950789036
2014-07-01,20_29,male,6.129119042470904
2014-08-01,20_29,male,5.53629044893074
2014-09-01,20_29,male,5.39290610714929
2014-10-01,20_29,male,5.642447299574609
2014-11-01,20_29,male,5.793918651706937
2014-12-01,20_29,male,5.592483634067463
2015-01-01,20_29,male,5.987581625122214
2015-02-01,20_29,male,5.713030777583515
2015-03-01,20_29,male,5.383215925520228
2015-04-01,20_29,male,5.05694432004027
2015-05-01,20_29,male,5.344305482213181
2015-06-01,20_29,male,5.44456885819402
2015-07-01,20_29,male,5.179133488422152
2015-08-01,20_29,male,5.340318193046409
2015-09-01,20_29,male,5.253251685780141
2015-10-01,20_29,male,5.093536304038443
2015-11-01,20_29,male,5.380987293968795
2015-12-01,20_29,male,5.5511707143660365
2016-01-01,20_29,male,5.15734546199642
2016-02-01,20_29,male,5.260026626347465
2016-03-01,20_29,male,5.284164710952045
2016-04-01,20_29,male,5.182217964175015
2016-05-01,20_29,male,4.877463099559585
2016-06-01,20_29,male,4.789435049573723
2016-07-01,20_29,male,4.783107432471837
2016-08-01,20_29,male,4.867694162429052
2016-09-01,20_29,male,5.105020922232056
2016-10-01,20_29,male,5.1891608334406465
2016-11-01,20_29,male,4.872590690196387
2016-12-01,20_29,male,4.959444012901002
2017-01-01,20_29,male,4.87400578633027
2017-02-01,20_29,male,4.333036053377257
2017-03-01,20_29,male,3.8998131118497565
2017-04-01,20_29,male,4.366383974642155
2017-05-01,20_29,male,4.815965684401914
2017-06-01,20_29,male,4.389727296982991
2017-07-01,20_29,male,4.7823022525475665
2017-08-01,20_29,male,4.661791566017957
2017-09-01,20_29,male,4.238817388549978
2017-10-01,20_29,male,4.115559460487326
2017-11-01,20_29,male,3.964510645694281
2017-12-01,20_29,male,3.8631822973845944
2018-01-01,20_29,male,3.692692497418929
2018-02-01,20_29,male,4.204723402059493
2018-03-01,20_29,male,4.366077731195601
2018-04-01,20_29,male,3.9665882483409023
2018-05-01,20_29,male,3.32890712808803
2018-06-01,20_29,male,3.706144715210332
2018-07-01,20_29,male,3.8873998107516305
2018-08-01,20_29,male,3.9091216662611044
2018-09-01,20_29,male,3.445492617113187
2018-10-01,20_29,male,3.4715567951333997
2018-11-01,20_29,male,3.8871542708869353
2018-12-01,20_29,male,3.576664662237132
2019-01-01,20_29,male,3.7293174873296246
2019-02-01,20_29,male,3.759035726379806
2019-03-01,20_29,male,4.085823016931987
2019-04-01,20_29,male,3.4232521116630563
2019-05-01,20_29,male,3.759984513482774
2019-06-01,20_29,male,3.887208266733071
2019-07-01,20_29,male,3.1839506892983223
2019-08-01,20_29,male,3.463562971829237
2019-09-01,20_29,male,4.30610977676921
2019-10-01,20_29,male,3.8281512513312608
2019-11-01,20_29,male,3.745784792412082
2019-12-01,20_29,male,3.6976858535145465
2020-01-01,20_29,male,3.8278271530667136
2020-02-01,20_29,male,4.174882705465927
2020-03-01,20_29,male,4.005548121933988
2020-04-01,20_29,male,4.592840418306068
2020-05-01,20_29,male,4.974092239424415
2020-06-01,20_29,male,4.5719699726101455
2020-07-01,20_29,male,4.7937513356523676
2020-08-01,20_29,male,4.795335973919179
2020-09-01,20_29,male,4.505939628030617
2020-10-01,20_29,male,4.918104256925525
2020-11-01,20_29,male,4.85360836346211
2020-12-01,20_29,male,5.095444514135182
2021-01-01,20_29,male,5.009137251567306
2021-02-01,20_29,male,4.7064018718457605
2021-03-01,20_29,male,4.716707716134562
2021-04-01,20_29,male,4.702221666280933
2021-05-01,20_29,male,4.425438443195847
2021-06-01,20_29,male,4.66556513793556
2021-07-01,20_29,male,4.835979070773912
2008-01-01,30_39,male,4.014997211161002
2008-02-01,30_39,male,4.027673716839185
2008-03-01,30_39,male,3.9677567464531798
2008-04-01,30_39,male,3.9382181748641236
2008-05-01,30_39,male,3.8490672399314128
2008-06-01,30_39,male,3.8820615112692947
2008-07-01,30_39,male,3.92635316317477
2008-08-01,30_39,male,4.152986694139913
2008-09-01,30_39,male,4.132138388647344
2008-10-01,30_39,male,4.320652344583444
2008-11-01,30_39,male,4.366977949516097
2008-12-01,30_39,male,4.702667129527069
2009-01-01,30_39,male,4.677558617927719
2009-02-01,30_39,male,4.813806920382786
2009-03-01,30_39,male,5.048625624491354
2009-04-01,30_39,male,5.366657864720803
2009-05-01,30_39,male,5.595188539132068
2009-06-01,30_39,male,5.8173501697988605
2009-07-01,30_39,male,5.978779871442617
2009-08-01,30_39,male,5.76377594709608
2009-09-01,30_39,male,5.721722806579464
2009-10-01,30_39,male,5.620185582074538
2009-11-01,30_39,male,5.624549714653379
2009-12-01,30_39,male,5.345312533205749
2010-01-01,30_39,male,5.178044915531237
2010-02-01,30_39,male,5.431485927965961
2010-03-01,30_39,male,5.521141095831894
2010-04-01,30_39,male,5.386474556680924
2010-05-01,30_39,male,5.494869659388291
2010-06-01,30_39,male,5.303673903567588
2010-07-01,30_39,male,5.179282832138206
2010-08-01,30_39,male,5.410497779280219
2010-09-01,30_39,male,5.715514981022964
2010-10-01,30_39,male,5.524452945124037
2010-11-01,30_39,male,5.598371699230269
2010-12-01,30_39,male,5.504382855396317
2011-01-01,30_39,male,5.560224280897293
2011-02-01,30_39,male,5.110593293430701
2011-03-01,30_39,male,5.023190551316297
2011-04-01,30_39,male,4.9609999953794
2011-05-01,30_39,male,5.016916854213639
2011-06-01,30_39,male,5.080283207958681
2011-07-01,30_39,male,5.082297606748598
2011-08-01,30_39,male,4.665852167175573
2011-09-01,30_39,male,4.57685860609525
2011-10-01,30_39,male,4.840575323255658
2011-11-01,30_39,male,4.944731238469186
2011-12-01,30_39,male,5.0661796252030165
2012-01-01,30_39,male,4.68292661177597
2012-02-01,30_39,male,4.62309545779073
2012-03-01,30_39,male,4.799813171528549
2012-04-01,30_39,male,5.065050159667268
2012-05-01,30_39,male,4.767206869388657
2012-06-01,30_39,male,4.835551725456646
2012-07-01,30_39,male,4.922911239431543
2012-08-01,30_39,male,4.898616405965489
2012-09-01,30_39,male,5.00857053933239
2012-10-01,30_39,male,4.746146413675072
2012-11-01,30_39,male,4.59900401627413
2012-12-01,30_39,male,4.589236465883089
2013-01-01,30_39,male,4.936357630182013
2013-02-01,30_39,male,5.191080187906604
2013-03-01,30_39,male,5.11812207959396
2013-04-01,30_39,male,4.794073703971022
2013-05-01,30_39,male,4.7168535161320495
2013-06-01,30_39,male,4.545805317377408
2013-07-01,30_39,male,4.43822653201406
2013-08-01,30_39,male,4.6440036903684225
2013-09-01,30_39,male,4.373261504532238
2013-10-01,30_39,male,4.381585915568833
2013-11-01,30_39,male,4.3862979956102786
2013-12-01,30_39,male,4.391048831153242
2014-01-01,30_39,male,4.085946014983061
2014-02-01,30_39,male,4.101477967031486
2014-03-01,30_39,male,3.937978347641795
2014-04-01,30_39,male,3.955202270223284
2014-05-01,30_39,male,4.035428719053056
2014-06-01,30_39,male,4.044881482273934
2014-07-01,30_39,male,4.02730678369697
2014-08-01,30_39,male,3.954264796537716
2014-09-01,30_39,male,4.001692024706499
2014-10-01,30_39,male,4.120518366279091
2014-11-01,30_39,male,3.9371668786425187
2014-12-01,30_39,male,3.617298895056179
2015-01-01,30_39,male,4.117321261245519
2015-02-01,30_39,male,3.9789025865990415
2015-03-01,30_39,male,4.077122442934182
2015-04-01,30_39,male,3.856914944683659
2015-05-01,30_39,male,3.937153160590294
2015-06-01,30_39,male,3.981710600323302
2015-07-01,30_39,male,3.9443544659491017
2015-08-01,30_39,male,3.752352575300781
2015-09-01,30_39,male,3.9836534121136973
2015-10-01,30_39,male,3.795163057072363
2015-11-01,30_39,male,3.8535005848313206
2015-12-01,30_39,male,3.9116752229601035
2016-01-01,30_39,male,3.7501106923599083
2016-02-01,30_39,male,3.6186325199495664
2016-03-01,30_39,male,3.5482897593723326
2016-04-01,30_39,male,3.798132058710008
2016-05-01,30_39,male,3.604196222213066
2016-06-01,30_39,male,3.6177466601553716
2016-07-01,30_39,male,3.40873399453821
2016-08-01,30_39,male,3.64158421045681
2016-09-01,30_39,male,3.551549655472097
2016-10-01,30_39,male,3.558035157163803
2016-11-01,30_39,male,3.6220671961299784
2016-12-01,30_39,male,3.81165832541225
2017-01-01,30_39,male,3.5227911580118794
2017-02-01,30_39,male,3.529037004742447
2017-03-01,30_39,male,3.1868561710905654
2017-04-01,30_39,male,3.1840362056739115
2017-05-01,30_39,male,3.4834706784888345
2017-06-01,30_39,male,3.0951379076060235
2017-07-01,30_39,male,3.4895952103629684
2017-08-01,30_39,male,3.432043945779516
2017-09-01,30_39,male,3.1391217243426426
2017-10-01,30_39,male,3.038359412465441
2017-11-01,30_39,male,3.0396824439225956
2017-12-01,30_39,male,2.9556156052845095
2018-01-01,30_39,male,2.826283505216364
2018-02-01,30_39,male,2.9379198882822313
2018-03-01,30_39,male,3.0807189513283744
2018-04-01,30_39,male,3.1003095216084073
2018-05-01,30_39,male,2.6419570274657485
2018-06-01,30_39,male,2.9100721125954783
2018-07-01,30_39,male,3.025903260513294
2018-08-01,30_39,male,2.834727017637819
2018-09-01,30_39,male,2.7251053083725623
2018-10-01,30_39,male,2.8697856043005916
2018-11-01,30_39,male,2.987071120624818
2018-12-01,30_39,male,2.824515526631742
2019-01-01,30_39,male,2.9983197470515095
2019-02-01,30_39,male,2.9939897678388703
2019-03-01,30_39,male,3.204748067714196
2019-04-01,30_39,male,2.7122517049674095
2019-05-01,30_39,male,2.8038389589983606
2019-06-01,30_39,male,2.906826388819503
2019-07-01,30_39,male,2.548907831571359
2019-08-01,30_39,male,2.585644871290259
2019-09-01,30_39,male,2.749927800096516
2019-10-01,30_39,male,2.6295465813264984
2019-11-01,30_39,male,2.6171842774773504
2019-12-01,30_39,male,2.8387560989230236
2020-01-01,30_39,male,2.9118823358581007
2020-02-01,30_39,male,2.949316207291061
2020-03-01,30_39,male,3.153226154165394
2020-04-01,30_39,male,3.172305755634571
2020-05-01,30_39,male,3.472086218536584
2020-06-01,30_39,male,3.4092596800713353
2020-07-01,30_39,male,3.4308926897789633
2020-08-01,30_39,male,3.5955479933397907
2020-09-01,30_39,male,3.6110286401196903
2020-10-01,30_39,male,3.6802878493993747
2020-11-01,30_39,male,3.648518084296991
2020-12-01,30_39,male,3.5956547068304396
2021-01-01,30_39,male,3.5220297770633255
2021-02-01,30_39,male,3.511208466205591
2021-03-01,30_39,male,3.281370636007935
2021-04-01,30_39,male,3.5322940262906677
2021-05-01,30_39,male,3.3794506893667227
2021-06-01,30_39,male,3.3693433519290767
2021-07-01,30_39,male,3.5118440471826036
2008-01-01,40_49,male,3.0378894058897465
2008-02-01,40_49,male,2.9461316515810116
2008-03-01,40_49,male,2.8320427352944186
2008-04-01,40_49,male,2.727079225935523
2008-05-01,40_49,male,2.827602758118577
2008-06-01,40_49,male,3.0793802743814482
2008-07-01,40_49,male,2.986891140501504
2008-08-01,40_49,male,3.084882286204058
2008-09-01,40_49,male,3.170394519220026
2008-10-01,40_49,male,3.208733163507641
2008-11-01,40_49,male,3.3527388509876834
2008-12-01,40_49,male,3.5942980168433545
2009-01-01,40_49,male,3.377983186488008
2009-02-01,40_49,male,3.6854283899597693
2009-03-01,40_49,male,3.9053782192869058
2009-04-01,40_49,male,4.2217880279685405
2009-05-01,40_49,male,4.357453369946283
2009-06-01,40_49,male,4.126401383781614
2009-07-01,40_49,male,4.437288635737863
2009-08-01,40_49,male,4.398637651550516
2009-09-01,40_49,male,4.107040112239631
2009-10-01,40_49,male,4.333519246131524
2009-11-01,40_49,male,4.35089189862776
2009-12-01,40_49,male,4.168842813955793
2010-01-01,40_49,male,4.058438504667644
2010-02-01,40_49,male,4.110486986602552
2010-03-01,40_49,male,4.325410902277844
2010-04-01,40_49,male,4.270320109173585
2010-05-01,40_49,male,4.081871353927282
2010-06-01,40_49,male,4.031259423783668
2010-07-01,40_49,male,3.9881325782071877
2010-08-01,40_49,male,4.199751094059514
2010-09-01,40_49,male,4.610469230299312
2010-10-01,40_49,male,4.261476298775934
2010-11-01,40_49,male,4.051127220644227
2010-12-01,40_49,male,3.994186959399897
2011-01-01,40_49,male,4.108310029570056
2011-02-01,40_49,male,3.912319228873854
2011-03-01,40_49,male,3.7395620720991296
2011-04-01,40_49,male,3.793496934508397
2011-05-01,40_49,male,3.7810421013396054
2011-06-01,40_49,male,4.005019407116857
2011-07-01,40_49,male,3.8718683805372502
2011-08-01,40_49,male,3.4049405258611687
2011-09-01,40_49,male,3.4605288429130265
2011-10-01,40_49,male,3.5963079233698707
2011-11-01,40_49,male,3.717467280283326
2011-12-01,40_49,male,3.768897441240795
2012-01-01,40_49,male,3.6199953929448623
2012-02-01,40_49,male,3.48676410125703
2012-03-01,40_49,male,3.590716681577748
2012-04-01,40_49,male,3.6079324794091416
2012-05-01,40_49,male,3.6221681671803454
2012-06-01,40_49,male,3.805956953367194
2012-07-01,40_49,male,3.6943931634846487
2012-08-01,40_49,male,3.7240559853010233
2012-09-01,40_49,male,3.680235702682539
2012-10-01,40_49,male,3.4077176751093416
