date,age_group,gender_group,value
2020-07-01,80_89,male,8.58736806805001
2020-08-01,80_89,male,81.56679910789026
2020-09-01,80_89,male,61.97978006884618
2020-10-01,80_89,male,45.48449065420792
2020-11-01,80_89,male,108.88825708898241
2020-12-01,80_89,male,357.65916409098384
2021-01-01,80_89,male,573.0904660508388
2021-02-01,80_89,male,556.7408624679404
2021-03-01,80_89,male,324.02984668593496
2021-04-01,80_89,male,278.36950355630063
2021-05-01,80_89,male,667.4897649989371
2021-06-01,80_89,male,323.5821254048529
2021-07-01,80_89,male,72.80706697609097
2021-08-01,80_89,male,101.60613126678047
2020-03-01,90_99,male,5.171929824561399
2020-04-01,90_99,male,25.151635483550756
2020-05-01,90_99,male,36.44409433496244
2020-06-01,90_99,male,0.18387620094259177
2020-07-01,90_99,male,4.075361117040682
2020-08-01,90_99,male,22.384235929816043
2020-09-01,90_99,male,24.321179520686478
2020-10-01,90_99,male,16.31855004413882
2020-11-01,90_99,male,22.796535164080645
2020-12-01,90_99,male,100.82733990420097
2021-01-01,90_99,male,256.88493512006875
2021-02-01,90_99,male,211.90049607112184
2021-03-01,90_99,male,111.72869352331807
2021-04-01,90_99,male,73.867202155377
2021-05-01,90_99,male,160.34661453061008
2021-06-01,90_99,male,97.95570566277152
2021-07-01,90_99,male,32.75027448078312
2021-08-01,90_99,male,52.97808142175844
2020-03-01,total,male,51.41666666666667
2020-04-01,total,male,269.07641472003166
2020-05-01,total,male,249.04530040866
2020-06-01,total,male,43.75970695970696
2020-07-01,total,male,26.28840970350404
2020-08-01,total,male,192.9285714285714
2020-09-01,total,male,172.11904761904768
2020-10-01,total,male,131.11293417503268
2020-11-01,total,male,222.686734346809
2020-12-01,total,male,768.1826455863636
2021-01-01,total,male,1413.6071371385674
2021-02-01,total,male,1234.5586534187585
2021-03-01,total,male,721.4657716453371
2021-04-01,total,male,645.2912744412948
2021-05-01,total,male,1611.135607824705
2021-06-01,total,male,819.9541365214176
2021-07-01,total,male,252.7143788811893
2021-08-01,total,male,459.3783835146782
2020-03-01,0_19,female,0.0
2020-04-01,0_19,female,0.0
2020-05-01,0_19,female,0.0
2020-06-01,0_19,female,0.0
2020-07-01,0_19,female,0.0
2020-08-01,0_19,female,0.0
2020-09-01,0_19,female,0.0
2020-10-01,0_19,female,0.0
2020-11-01,0_19,female,0.0
2020-12-01,0_19,female,0.0
2021-01-01,0_19,female,0.0
2021-02-01,0_19,female,0.0
2021-03-01,0_19,female,0.0
2021-04-01,0_19,female,0.0
2021-05-01,0_19,female,0.0
2021-06-01,0_19,female,0.0
2021-07-01,0_19,female,0.0
2021-08-01,0_19,female,0.0
2020-03-01,20_29,female,0.0
2020-04-01,20_29,female,0.0
2020-05-01,20_29,female,0.0
2020-06-01,20_29,female,0.0
2020-07-01,20_29,female,0.0
2020-08-01,20_29,female,0.0
2020-09-01,20_29,female,0.0
2020-10-01,20_29,female,0.0
2020-11-01,20_29,female,0.0
2020-12-01,20_29,female,0.0
2021-01-01,20_29,female,0.0
2021-02-01,20_29,female,0.0
2021-03-01,20_29,female,0.0
2021-04-01,20_29,female,0.0
2021-05-01,20_29,female,1.2379941641083478
2021-06-01,20_29,female,1.3266924324251053
2021-07-01,20_29,female,0.6514125409564554
2021-08-01,20_29,female,0.0
2020-03-01,30_39,female,0.0
2020-04-01,30_39,female,1.085622563502825
2020-05-01,30_39,female,0.0
2020-06-01,30_39,female,0.0
2020-07-01,30_39,female,0.0
2020-08-01,30_39,female,0.0
2020-09-01,30_39,female,0.0
2020-10-01,30_39,female,0.0
2020-11-01,30_39,female,0.0
2020-12-01,30_39,female,0.9300620872978667
2021-01-01,30_39,female,1.4491811017416385
2021-02-01,30_39,female,0.0
2021-03-01,30_39,female,1.0883731563933283
2021-04-01,30_39,female,1.1392050782035545
2021-05-01,30_39,female,3.713982492325043
2021-06-01,30_39,female,0.0
2021-07-01,30_39,female,0.0
2021-08-01,30_39,female,1.5248304372371948
2020-03-01,40_49,female,0.0
2020-04-01,40_49,female,0.0
2020-05-01,40_49,female,1.1761125209096286
2020-06-01,40_49,female,1.1928534571723424
2020-07-01,40_49,female,0.0
2020-08-01,40_49,female,0.0
2020-09-01,40_49,female,0.0
2020-10-01,40_49,female,0.0
2020-11-01,40_49,female,4.217116992009367
2020-12-01,40_49,female,3.9062607666510396
2021-01-01,40_49,female,0.9661207344944258
2021-02-01,40_49,female,1.2905635318181043
2021-03-01,40_49,female,2.176746312786656
2021-04-01,40_49,female,4.719563895414725
2021-05-01,40_49,female,7.620200103300455
2021-06-01,40_49,female,5.306769729700421
2021-07-01,40_49,female,2.6056501638258216
2021-08-01,40_49,female,11.37921234577614
2020-03-01,50_59,female,0.0
2020-04-01,50_59,female,0.0
2020-05-01,50_59,female,2.352225041819257
2020-06-01,50_59,female,1.1928534571723426
2020-07-01,50_59,female,0.0
2020-08-01,50_59,female,3.0841346153846145
2020-09-01,50_59,female,1.1432337434094901
2020-10-01,50_59,female,0.0
2020-11-01,50_59,female,1.0542792480023417
2020-12-01,50_59,female,1.381969555481861
2021-01-01,50_59,female,4.552082379644906
2021-02-01,50_59,female,7.904701632385892
2021-03-01,50_59,female,5.441865781966643
2021-04-01,50_59,female,8.443474835014083
2021-05-01,50_59,female,18.18920972383861
2021-06-01,50_59,female,15.08317590123206
2021-07-01,50_59,female,6.905450159443159
2021-08-01,50_59,female,25.888967772850698
2020-03-01,60_69,female,2.716666666666665
2020-04-01,60_69,female,4.526683455435406
2020-05-01,60_69,female,5.916545554493018
2020-06-01,60_69,female,1.1928534571723424
2020-07-01,60_69,female,1.4878875768960818
2020-08-01,60_69,female,3.1362760373954397
2020-09-01,60_69,female,7.475060823446263
2020-10-01,60_69,female,2.2523577265159225
2020-11-01,60_69,female,7.828445196260123
2020-12-01,60_69,female,18.078326693122737
2021-01-01,60_69,female,27.01367007038918
2021-02-01,60_69,female,33.84712646288287
2021-03-01,60_69,female,18.183488996087323
2021-04-01,60_69,female,14.268851851035349
2021-05-01,60_69,female,50.57338791796114
2021-06-01,60_69,female,43.863556584074104
2021-07-01,60_69,female,10.98302992461141
2021-08-01,60_69,female,31.093502011160712
2020-03-01,70_79,female,2.716666666666665
2020-04-01,70_79,female,38.23336777241621
2020-05-01,70_79,female,38.971057605160595
2020-06-01,70_79,female,7.157120743034062
2020-07-01,70_79,female,3.130470459518599
2020-08-01,70_79,female,14.270055970149254
2020-09-01,70_79,female,18.865629697269142
2020-10-01,70_79,female,15.44473869610919
2020-11-01,70_79,female,24.76344909021058
2020-12-01,70_79,female,82.33498787411335
2021-01-01,70_79,female,117.38258791472177
2021-02-01,70_79,female,122.93072706210233
2021-03-01,70_79,female,92.29927450986906
2021-04-01,70_79,female,101.45976157850643
2021-05-01,70_79,female,239.3193630072747
2021-06-01,70_79,female,147.33744980128614
2021-07-01,70_79,female,32.9661285075263
2021-08-01,70_79,female,67.60110455073277
2020-03-01,80_89,female,8.149999999999997
2020-04-01,80_89,female,62.06154197719771
2020-05-01,80_89,female,58.93642797507884
2020-06-01,80_89,female,13.635232595062307
2020-07-01,80_89,female,0.5962800875273523
2020-08-01,80_89,female,49.86678899458751
2020-09-01,80_89,female,36.485415923963906
2020-10-01,80_89,female,31.186438597519192
2020-11-01,80_89,female,68.5283196073592
2020-12-01,80_89,female,256.83014117295033
2021-01-01,80_89,female,393.58026782225767
2021-02-01,80_89,female,432.72388394123954
2021-03-01,80_89,female,219.90258676902826
2021-04-01,80_89,female,210.60194562006737
2021-05-01,80_89,female,546.3842078559071
2021-06-01,80_89,female,405.289428696225
2021-07-01,80_89,female,72.33285542424301
2021-08-01,80_89,female,143.69173096185085
2020-03-01,90_99,female,0.0
2020-04-01,90_99,female,44.01636951141611
2020-05-01,90_99,female,60.60233089387847
2020-06-01,90_99,female,2.726522187822497
2020-07-01,90_99,female,5.068380743982494
2020-08-01,90_99,female,27.285601525340322
2020-09-01,90_99,female,37.19732647857784
2020-10-01,90_99,female,20.43210223339445
2020-11-01,90_99,female,49.207369805063635
2020-12-01,90_99,female,192.06989197830487
2021-01-01,90_99,female,306.59180998104006
2021-02-01,90_99,female,315.8872010936699
2021-03-01,90_99,female,187.44189282853142
2021-04-01,90_99,female,128.36163698617796
2021-05-01,90_99,female,326.5403326248657
2021-06-01,90_99,female,257.83879033363985
2021-07-01,90_99,female,52.41252296963322
2021-08-01,90_99,female,73.87083983428488
2020-03-01,total,female,13.583333333333327
2020-04-01,total,female,149.92358527996828
2020-05-01,total,female,167.95469959133982
2020-06-01,total,female,27.097435897435894
2020-07-01,total,female,10.283018867924527
2020-08-01,total,female,97.64285714285714
2020-09-01,total,female,101.16666666666664
2020-10-01,total,female,69.31563725353875
2020-11-01,total,female,155.59897993890525
2020-12-01,total,female,555.5316401279221
2021-01-01,total,female,851.5357200042897
2021-02-01,total,female,914.5842037240986
2021-03-01,total,female,526.5342283546627
2021-04-01,total,female,468.9944398444195
2021-05-01,total,female,1193.578677889581
2021-06-01,total,female,876.0458634785826
2021-07-01,total,female,178.85704969023936
2021-08-01,total,female,355.05018791389324
