,0
2020-03-01,25.276266074594673
2020-04-01,-60.27453786769502
2020-05-01,-17.864266384438622
2020-06-01,58.750548760494326
2020-07-01,190.790880259019
2020-08-01,242.8287134147078
2020-09-01,239.4934157753757
2020-10-01,469.5905984545923
2020-11-01,192.98770970426858
2020-12-01,202.3875945320505
2021-01-01,100.73795409912441
2021-02-01,111.44926717584241
2021-03-01,190.12637687316635
2021-04-01,88.12272132452745
2021-05-01,119.73673790251235
2021-06-01,165.84088090467588
