,0
2020-03-01,123.08352974854961
2020-04-01,-13.651337564727555
2020-05-01,-18.713037157052895
2020-06-01,87.84662599531941
2020-07-01,189.84698916430636
2020-08-01,248.24426948791086
2020-09-01,188.50383741048654
2020-10-01,331.36526120727933
2020-11-01,329.11503439170735
2020-12-01,169.4444080351269
2021-01-01,49.13210825684291
2021-02-01,119.47104615151977
2021-03-01,137.21024854469488
2021-04-01,158.38470495564957
2021-05-01,86.32943205890524
2021-06-01,204.48806002586787
