,lower_bound,upper_bound
2008-01-01,338.99881593061605,416.8313384110031
2008-02-01,261.2074554293624,338.4794426370447
2008-03-01,368.4596710153684,457.17093663606295
2008-04-01,319.26141566790375,406.3098393958428
2008-05-01,318.31136268427866,405.74147996417895
2008-06-01,306.41072363913725,389.4432315330358
2008-07-01,307.4080291922054,390.07178178936886
2008-08-01,327.5970890080835,405.79370046144464
2008-09-01,284.5749592995354,362.7297574485774
2008-10-01,351.79451829544746,425.2481774571065
2008-11-01,304.4503121060127,370.8711205587167
2008-12-01,297.31229541678243,358.358344682819
2009-01-01,344.56397994338545,400.9665527679574
2009-02-01,280.7130709633227,329.9981761818142
2009-03-01,393.3186725603074,443.132945329486
2009-04-01,348.8284452977961,397.3742304840816
2009-05-01,353.2837101476034,400.6053490785183
2009-06-01,338.94497505113213,385.5412352100202
2009-07-01,345.54748757389314,393.4428676169056
2009-08-01,357.3916043608138,404.72595196822016
2009-09-01,321.5107277490988,370.0664622228703
2009-10-01,376.88156315669846,425.6813298158298
2009-11-01,324.55408671696193,373.04903346148103
2009-12-01,308.5426241317823,355.8847146920144
2010-01-01,357.02554742382625,394.05914484390047
2010-02-01,289.8669412102511,327.19911769090066
2010-03-01,387.0531953493652,427.47036222218094
2010-04-01,344.8021663669326,385.44371638472205
2010-05-01,347.1727479327243,387.69325567619
2010-06-01,329.4670632967074,371.13603969908166
2010-07-01,329.37262873381815,369.9495705921305
2010-08-01,342.174634032761,383.5398256264797
2010-09-01,310.22506378609785,352.17886856345615
2010-10-01,360.06224904474277,403.183510604195
2010-11-01,312.1804133813526,354.98947685245133
2010-12-01,297.48856790877784,339.17144722668564
2011-01-01,345.0163000787621,378.1572166301739
2011-02-01,279.0380420162238,311.0067964265355
2011-03-01,367.11565555316986,401.25494516516676
2011-04-01,327.98152355592816,362.1226365575913
2011-05-01,330.7513910739817,365.01159874195275
2011-06-01,311.3969680517675,345.6097592872937
2011-07-01,315.31065908763816,349.68470938941795
2011-08-01,321.6231738595837,355.78861717857154
2011-09-01,288.88101939446295,324.450247418047
2011-10-01,337.03916364168475,371.1844197395549
2011-11-01,295.21611599255095,329.5485946273826
2011-12-01,283.0881351927001,317.5731877381816
2012-01-01,328.62919916499715,356.10501612809713
2012-02-01,269.97722179356555,297.3456941988224
2012-03-01,350.72448123893435,379.43390306216486
2012-04-01,315.2927901242646,343.94783641632904
2012-05-01,320.425687354895,348.8022846378352
2012-06-01,297.4811027321414,326.0255185216157
2012-07-01,301.5546032490851,330.13868474025156
2012-08-01,305.99584908365455,334.29445872994916
2012-09-01,285.5512341302397,314.0389108430746
2012-10-01,319.18392167884633,347.47339185705243
