date,0
2020-03-01,-10.982838854288076
2020-04-01,-10.875761574393266
2020-05-01,2.652700026887544
2020-06-01,42.43620679659611
2020-07-01,41.26596902180117
2020-08-01,14.63407524923852
2020-09-01,-2.7525020673415668
2020-10-01,20.106695854470587
2020-11-01,37.16166380073406
2020-12-01,1.2963946068367562
2021-01-01,-13.464609285925974
2021-02-01,1.0362745692910948
2021-03-01,-13.533423878306024
2021-04-01,-13.142084911244126
2021-05-01,2.03996700696365
2021-06-01,22.9521438732082
2021-07-01,34.93609390381408
