,lower_bound,upper_bound
2008-01-01,23.4886943418431,45.34958159225887
2008-02-01,14.584495103780892,36.45660342505124
2008-03-01,19.024461696793967,44.911460638223716
2008-04-01,31.315116564639133,55.39326012574558
2008-05-01,44.51653607693179,67.51955326549805
2008-06-01,37.330247696419995,59.37812954993432
2008-07-01,39.644077511120784,62.16108887264035
2008-08-01,40.185762531436694,61.59227789294653
2008-09-01,36.116116560297854,56.47786012081936
2008-10-01,35.846411694470405,56.98422808378821
2008-11-01,43.69027384730229,64.16622764249945
2008-12-01,18.287284069912886,39.08630053049174
2009-01-01,28.730878153685964,46.291427333759785
2009-02-01,22.226103424452095,38.20786650513771
2009-03-01,29.126533061523432,46.0412915539052
2009-04-01,39.03896376310575,56.31864443692513
2009-05-01,49.60066050794085,66.69213303672596
2009-06-01,42.34532494194434,59.30481677781739
2009-07-01,45.508523633843446,62.39420557519313
2009-08-01,44.99332044723539,61.87146303408528
2009-09-01,41.82106360497356,58.94422079385704
2009-10-01,41.18477083170357,58.35225873758355
2009-11-01,46.15369967051249,63.01862804047396
2009-12-01,23.99543729809017,40.94722234688737
2010-01-01,34.576969875277484,48.24323380630909
2010-02-01,26.424494520918273,40.117526502563265
2010-03-01,32.1692209318841,46.94485092348887
2010-04-01,41.92854825919828,56.5969064436935
2010-05-01,51.93659709272552,67.18863854055586
2010-06-01,45.322023385064725,62.154053334815714
2010-07-01,45.663899579243385,60.19120032776754
2010-08-01,46.09352564485624,60.63651090692643
2010-09-01,44.06582901315622,58.85834640063712
2010-10-01,42.15899546138399,57.22945047339358
2010-11-01,46.45733023750623,61.393543894458716
2010-12-01,25.453581874277283,39.9792424679703
2011-01-01,36.99494743304077,48.77735709396914
2011-02-01,28.446797853577344,40.25865249839138
2011-03-01,33.044538877772695,45.35943954779634
2011-04-01,44.57127563938349,56.879990103244864
2011-05-01,50.7351397252431,63.07811189621329
2011-06-01,44.70961508805169,56.998367553637706
2011-07-01,45.80851980766648,58.09953348004614
2011-08-01,47.70992027813165,60.061998006960565
2011-09-01,45.608853357136816,57.89761857461689
2011-10-01,42.156450622178404,54.456224369924705
2011-11-01,45.744471342129245,58.27895689689623
2011-12-01,28.24407447209212,40.96665593899184
2012-01-01,40.61461025696743,51.39504552974093
2012-02-01,32.49161453728541,44.105750980899224
2012-03-01,35.92044129852718,46.911200274071675
2012-04-01,47.481531685348074,57.97717388570861
2012-05-01,51.843076175735305,62.29818089517612
2012-06-01,45.736778767966655,55.98751215749019
2012-07-01,46.86840037992154,57.63568275497323
2012-08-01,48.620417636081584,58.897396287608714
2012-09-01,48.073305155220694,58.34703276970578
2012-10-01,43.213760191711074,53.60116977351282
2012-11-01,44.006370976641925,54.3402309658045
2012-12-01,29.02515888328717,39.28033354717089
2013-01-01,41.56205651730167,50.10371311192412
2013-02-01,33.42055890599672,41.972261052494595
2013-03-01,35.66591275295294,44.501098832350486
2013-04-01,49.27558883464015,57.88718369476843
2013-05-01,51.2939698550912,59.72397315993066
2013-06-01,45.61977425630174,54.17448752454143
2013-07-01,44.6957725123739,53.866519120645556
2013-08-01,49.184525311322545,57.61751752807113
2013-09-01,50.27080154105226,58.90452612480325
2013-10-01,43.268975968837495,51.69960611849815
2013-11-01,43.74622086217289,52.18056045227448
2013-12-01,30.03355736734754,38.86538804606822
2014-01-01,43.47856634522241,50.97293757901577
2014-02-01,35.115427052173374,42.900444751217094
2014-03-01,38.148940870093945,45.30442230395037
2014-04-01,49.459594336661496,57.08722420163021
2014-05-01,50.94784266752534,58.10486318449063
2014-06-01,47.06690442681492,54.644078457306584
2014-07-01,46.26782943485327,53.483458300588595
2014-08-01,48.3049144758326,56.17086173511432
2014-09-01,50.77129853140225,58.228247337752435
2014-10-01,42.91953367200504,50.31559714864543
2014-11-01,43.06509322570527,50.24519023016306
2014-12-01,32.66385197932352,39.82888426109529
2015-01-01,46.802993936084576,53.57361164086815
2015-02-01,38.55925515546599,44.97933496119461
2015-03-01,37.61998498260922,45.04920120474028
2015-04-01,50.7702705805159,57.92131923593561
2015-05-01,49.841192271815565,56.701375041368244
2015-06-01,45.85508338537015,52.73636038311548
2015-07-01,45.19634759023484,51.8945835111161
2015-08-01,49.64282192350055,56.33137606459921
2015-09-01,52.761049722252544,59.45241132943074
2015-10-01,43.394380361950624,50.07710104186903
2015-11-01,41.106743557333374,47.86914356705718
2015-12-01,33.00152956137511,39.85653978689797
2016-01-01,47.40372136781772,53.97347024869452
2016-02-01,40.50674019297005,46.99187774271113
2016-03-01,40.04860215599613,47.622843921790796
2016-04-01,52.59688523206249,59.74407823939235
2016-05-01,49.30950316376275,56.456524595721824
2016-06-01,45.836814014716616,52.9988049694168
2016-07-01,43.7655433663532,51.09678262685597
2016-08-01,49.51239570128772,56.65932587923988
2016-09-01,53.585434446138606,60.77741670299595
2016-10-01,42.967696780671204,50.11526646057858
2016-11-01,39.09919761466494,46.414794449978594
2016-12-01,33.940296793620334,41.123538436117684
2017-01-01,48.93460454808967,56.096641306446394
2017-02-01,40.484765763492526,48.1742347287694
2017-03-01,39.311698278285924,47.77902712108003
2017-04-01,53.48328401320482,62.10207474372204
2017-05-01,48.39089366004848,57.17471960987166
2017-06-01,45.05064306286265,53.48132410854221
2017-07-01,43.256064222185834,51.79111848785633
2017-08-01,48.749736191985775,57.18012063329019
2017-09-01,54.37031239255369,62.80052037787738
2017-10-01,41.78234507106278,50.24911435584937
2017-11-01,37.350138235984716,45.78290115644795
2017-12-01,34.67045065222743,43.17086045342002
2018-01-01,49.67525062933209,58.15468709226604
2018-02-01,42.53815865333844,50.949587050102764
2018-03-01,39.200877071803845,49.43682704802231
2018-04-01,52.684782335212724,63.00466239520481
2018-05-01,45.111944372226645,55.63780667230601
2018-06-01,43.623525600781875,53.88225210948829
2018-07-01,41.101079603017126,51.32116647051029
2018-08-01,47.67579393179257,57.89943046556819
2018-09-01,53.09033449872051,63.98828232785665
2018-10-01,39.557777952026356,50.29679189191984
2018-11-01,34.58922044775317,44.85474450657676
2018-12-01,34.16040592892963,44.387525898710415
2019-01-01,50.754359483821304,60.73410504860249
2019-02-01,43.4035238254945,53.41712812983073
2019-03-01,39.44259003025162,51.794212201257125
2019-04-01,53.61969247203607,66.00306130191983
2019-05-01,44.4434554585331,56.77957392115078
2019-06-01,43.0127586260075,55.37637517728904
2019-07-01,39.5361953566086,51.844758321547175
2019-08-01,47.13834151477728,59.54372634953873
2019-09-01,55.64745325186551,68.65705417622323
2019-10-01,40.43894473426438,53.459035473106425
2019-11-01,32.94260191212361,45.501859097652186
2019-12-01,34.50032609467095,46.871003463870295
2020-01-01,52.23368177198455,64.22453399216569
2020-02-01,45.3976816752765,57.65370079887926
2020-03-01,39.892259165570835,55.45140966894432
2020-04-01,54.423183023524054,70.30508946919886
2020-05-01,43.363988065656024,58.993845634692555
2020-06-01,42.319503549934446,57.57332824029924
2020-07-01,38.63407121157993,54.32696579172849
2020-08-01,46.70133773740736,62.36107923086159
2020-09-01,55.69110796109893,70.78320548208849
2020-10-01,39.19597542238856,54.62366618155859
2020-11-01,30.7716638620536,46.37707967984778
2020-12-01,35.13673826954055,51.11919849762052
2021-01-01,53.55189614771482,68.82029313166332
2021-02-01,46.57247355127458,61.431309120034804
2021-03-01,39.8208052563519,58.54369169664564
2021-04-01,54.65549201544687,73.80886566687138
2021-05-01,41.67235182053818,60.39661924064673
2021-06-01,41.24730135000364,59.410157524989756
2021-07-01,36.98468525038126,55.75194762613951
2021-08-01,45.78387842828869,64.49123233006266
2021-09-01,55.99591857102132,73.85694388451961
2021-10-01,38.03208734103526,56.328644970621475
2021-11-01,28.309227874008506,46.81796354329304
2021-12-01,35.09902477912983,54.081298454678084
2022-01-01,54.41391405371028,72.3723794201444
2022-02-01,47.59319621805675,64.99174836333322
2022-03-01,39.647176885709555,61.47776262512586
2022-04-01,54.80536414331491,77.21394094728163
2022-05-01,39.907234073192114,61.770984346837224
2022-06-01,40.10460882586989,61.26087157722287
2022-07-01,35.27671770498152,57.22418993342097
2022-08-01,44.814073480097086,66.70769440233576
2022-09-01,56.26246354549015,77.04819570173264
2022-10-01,36.83835117536989,58.18800406865589
2022-11-01,25.823776616406636,47.45167934628333
2022-12-01,35.03748198671683,57.25968660639106
2023-01-01,55.2524204135067,76.16307837013885
2023-02-01,48.60270502331691,68.80114480613285
2023-03-01,39.45848729855766,64.60803255143315
2023-04-01,54.930015276776594,80.76876944675293
2023-05-01,38.114819531137506,63.240572915729054
2023-06-01,38.932620861951825,63.18616551456821
2023-07-01,33.53561186426801,58.75221275867563
2023-08-01,43.80765075816839,68.96077424834506
2023-09-01,56.4888445757364,80.26829035183447
2023-10-01,35.60517493452117,60.064161019206054
2023-11-01,23.29833463534903,48.09142253873022
2023-12-01,34.93885301561639,60.4411976027928
2024-01-01,56.05527462000698,79.95546613943215
2024-02-01,49.57388481380005,72.61490692971222
2024-03-01,39.24063942366178,67.74481854281954
2024-04-01,55.02839965519231,84.33854358993796
2024-05-01,36.297917084002556,64.73464938970302
2024-06-01,37.73532408411499,65.13676826583232
2024-07-01,31.770628805342398,60.30411280214784
2024-08-01,42.777185811096714,71.23789631949643
2024-09-01,56.69024174914966,83.51336885876927
2024-10-01,34.34861900487897,61.963697658549705
2024-11-01,20.75011510906426,48.75394327640428
2024-12-01,34.81858664451675,63.644345999193284
