,lower_bound,upper_bound
2008-01-01,13.555799535337595,38.451322507754895
2008-02-01,4.629869066320776,28.468735291784196
2008-03-01,14.448408500852809,41.29155249922004
2008-04-01,25.804984623931613,52.11506914755846
2008-05-01,27.06777050467325,52.996146453450294
2008-06-01,22.71906429428641,47.93772874542046
2008-07-01,30.143937122456066,55.50639284325321
2008-08-01,19.886275501919044,42.89575856646294
2008-09-01,21.711050796549667,43.46475512016055
2008-10-01,19.62514218081177,41.274078504997824
2008-11-01,30.03188052702565,49.55851758704148
2008-12-01,13.234623138516724,30.882241586186815
2009-01-01,18.55245011851979,36.139485981357865
2009-02-01,11.226566558515575,25.550317815773038
2009-03-01,21.760868271651596,35.35341353346407
2009-04-01,33.119124229772815,46.24021866674948
2009-05-01,34.06015761436798,46.59983223294505
2009-06-01,29.939581438776756,42.29993923316674
2009-07-01,36.03807509669728,48.72247952069329
2009-08-01,26.573176300906372,39.25702498219595
2009-09-01,27.474351882981452,41.21128063111922
2009-10-01,24.961889438676693,38.11973055306604
2009-11-01,32.83051430949787,45.725930401157186
2009-12-01,16.99663100708809,29.489280072078415
2010-01-01,23.94306751727609,33.95360859388376
2010-02-01,15.104872460784708,25.19715409960131
2010-03-01,23.362675824208637,34.05191853721699
2010-04-01,34.4143929962045,45.184325784934956
2010-05-01,34.43000883085171,45.22371037429388
2010-06-01,30.50949822245589,41.59050479673884
2010-07-01,35.26159727061069,45.946920382513
2010-08-01,27.81507730928845,38.92735238232044
2010-09-01,28.976149581283924,40.810651225639006
2010-10-01,25.724803754637577,37.4128703782431
2010-11-01,32.191050270797376,43.60265132671708
2010-12-01,18.33530314574478,29.32184620718965
2011-01-01,25.59078115865826,34.41313676461771
2011-02-01,17.051418626442928,25.681180616267174
2011-03-01,23.9598323386286,32.96061726288423
2011-04-01,35.02194394738695,44.023004120546865
2011-05-01,34.484936566471745,43.50398824763583
2011-06-01,31.151050952806443,40.162936284016936
2011-07-01,34.39768758550631,43.43396226170356
2011-08-01,29.129838590955632,38.1345721459581
2011-09-01,30.50842047878808,39.72694603157303
2011-10-01,26.838497293463583,35.84018290798553
2011-11-01,31.804177453166183,40.83416003526266
2011-12-01,19.752673999959082,28.805765272957647
2012-01-01,27.206176213093713,34.55971283760358
2012-02-01,18.945825438739618,26.358342290018193
2012-03-01,24.520892621874196,32.1658294036119
2012-04-01,35.587659103404945,43.207797164279484
2012-05-01,34.59120248726375,42.14509631530834
2012-06-01,31.653764719111006,39.2053146604444
2012-07-01,33.47393301239754,41.01445579458918
2012-08-01,30.333946837081786,37.81913276687749
2012-09-01,32.036138870430875,39.806493994316426
2012-10-01,27.586289182293537,35.0746845577534
2012-11-01,31.147074128607777,38.63300553238111
2012-12-01,20.998778428566453,28.751762598508343
2013-01-01,28.71648539474612,34.86806459931308
2013-02-01,20.729713900967415,27.132378992638994
2013-03-01,24.995644994127847,31.18974863750957
2013-04-01,36.056607048301004,42.24696454348566
2013-05-01,34.513236665381136,40.841311720767074
2013-06-01,31.88360353907669,38.214026228773704
2013-07-01,32.18573417225265,38.65257724125608
2013-08-01,31.35740707874208,37.92471692073297
2013-09-01,33.323712827034605,39.61403598918849
2013-10-01,28.20200527247352,34.73268578835218
2013-11-01,30.396224912235482,36.67254851567054
2013-12-01,21.930081029142883,28.472622894696975
2014-01-01,29.743765536708555,35.43770823805858
2014-02-01,22.001296078249432,27.896270538690544
2014-03-01,25.045865281665673,30.529651245864468
2014-04-01,36.1113879924079,41.590574110757856
2014-05-01,33.95176614049034,39.61876492449465
2014-06-01,32.24459362937973,37.479377643000525
2014-07-01,31.231738559867555,36.53584635725095
2014-08-01,31.998479024064547,37.700706180497605
2014-09-01,34.2690022735874,39.618526826684665
2014-10-01,28.714852202231757,33.974076482393656
2014-11-01,29.114333527650064,34.803863206122124
2014-12-01,23.054719337022892,28.499800998661225
2015-01-01,31.189361969582798,35.99310649718124
2015-02-01,23.973294854912712,28.68128992989153
2015-03-01,25.12931124469503,30.117613203459555
2015-04-01,36.19844308550508,41.17890032439512
2015-05-01,33.66300256589516,38.62256027738679
2015-06-01,32.1534975811536,37.03944505573381
2015-07-01,29.69685815149203,34.59046737419025
2015-08-01,32.96381089030941,37.845203980155965
2015-09-01,35.156421477509056,40.129026654688616
2015-10-01,28.71459999833313,33.878605173880295
2015-11-01,28.210315551666255,33.10090952152323
2015-12-01,23.947960457607653,28.830985072322033
2016-01-01,32.11425348386386,36.931586167790385
2016-02-01,25.20990571566673,29.93059260702536
2016-03-01,24.8720870713156,30.179954330286908
2016-04-01,35.93326300411664,41.25509207025887
2016-05-01,32.87153310422625,38.11227601374578
2016-06-01,31.7181725741687,36.958425884480064
2016-07-01,27.699140226311016,33.1216841149755
2016-08-01,33.23310327696237,38.56030200516251
2016-09-01,35.49029226268237,40.79564202369648
2016-10-01,28.739126524364806,33.99943148220145
2016-11-01,26.663124836016824,31.908931443610317
2016-12-01,24.318453831239076,29.553230215207485
2017-01-01,32.91345473662162,38.15678332770534
2017-02-01,25.978797273599213,31.52000287437245
2017-03-01,24.028123472972535,30.386362207146963
2017-04-01,35.111773025609914,41.44394413681433
2017-05-01,31.483838340283143,38.36942742956282
2017-06-01,30.996965302678248,37.173764890086645
2017-07-01,25.721002314001165,31.895808411190725
2017-08-01,33.16405689309262,39.357565404601175
2017-09-01,35.698483928680055,41.87378259838727
2017-10-01,28.323191472831187,34.49772472344388
2017-11-01,24.629879987353082,30.958684949970927
2017-12-01,24.367877027182423,30.553315803128037
2018-01-01,32.8022707534951,39.7559974424803
