,0
2020-03-01,-6.675349325125296
2020-04-01,14.944974626734506
2020-05-01,-22.399243092989707
2020-06-01,14.197626602978971
2020-07-01,5.90670298618042
2020-08-01,40.49473878612844
2020-09-01,31.985387946578754
2020-10-01,51.63526453735281
2020-11-01,20.854888209986058
2020-12-01,2.399540204796466
2021-01-01,22.797525915465883
2021-02-01,-17.180361199224564
2021-03-01,-20.637442315022156
2021-04-01,25.477690962836732
2021-05-01,11.847891915549155
2021-06-01,44.158159451805375
