date,0
2020-03-01,32.09515116756819
2020-04-01,-32.29446405211033
2020-05-01,53.82581826397802
2020-06-01,32.47670648753598
2020-07-01,44.276986209602626
2020-08-01,66.41731508708347
2020-09-01,46.51103797216359
2020-10-01,122.94424221265791
2020-11-01,61.368623730516475
2020-12-01,35.68163611390696
2021-01-01,2.548981450816399
2021-02-01,23.2199913554401
2021-03-01,36.72850332066761
2021-04-01,52.381911202380024
2021-05-01,57.13801281866023
2021-06-01,74.68972876728114
2021-07-01,38.126902878280106
